johnlewisweeklydistro.site	johnlewisweeklydistro.country	johnlewisweeklydistro.weekbegins	johnlewisweeklydistro.weekends	johnlewisweeklydistro.direct	johnlewisweeklydistro.displayads	johnlewisweeklydistro.mail	johnlewisweeklydistro.organic_search	johnlewisweeklydistro.paid_search	johnlewisweeklydistro.referrals	johnlewisweeklydistro.social	johnlewisweeklydistro.visits
farfetch.com*	WorldWide	08.06.2017	08.12.2017	0.2809894915459643	0.06444234225517129	0.04120578486355666	0.249611603586058	0.17180148784363183	0.14402878013334822	0.04792050977226922	1403983.1480330215
hughes.co.uk*	WorldWide	08.06.2017	08.12.2017	0.22668579626972746	0.22668579626972746	0.0	0.417503586800574	0.03586800573888092	0.08608321377331422	0.0071736011477761845	25953.810805153807
office.co.uk*	WorldWide	08.06.2017	08.12.2017	0.2233625655479075	0.05093367169340983	0.025938443917940195	0.4790751990298348	0.07702931830176178	0.12432487058849948	0.019335930920646328	219567.59515040347
diy.com*	WorldWide	08.06.2017	08.12.2017	0.19854688407700077	0.004779525867214172	0.04166447823907178	0.5680187170243749	0.08668083176164443	0.08978123681969745	0.010528326210996253	1432859.7506822525
hotter.com*	WorldWide	08.06.2017	08.12.2017	0.16510067114093957	0.040268456375838924	0.20134228187919462	0.20335570469798658	0.08590604026845639	0.2973154362416107	0.006711409395973154	57187.937709477934
notonthehighstreet.com*	WorldWide	08.06.2017	08.12.2017	0.17751756038996286	0.0043736489732054355	0.026241893839232616	0.5797271713983806	0.05029696319186251	0.11586264735268327	0.045980114854672724	328611.5495506822
oasis-stores.com*	WorldWide	08.06.2017	08.12.2017	0.29916380468866655	0.023517993131252798	0.07839331043750933	0.4395251605196356	0.018291772435418845	0.11602209944751382	0.025085859340002983	54700.31726008433
etsy.com*	WorldWide	08.06.2017	08.12.2017	0.30969312922524317	0.0038499970208803677	0.04554524873284113	0.2704989144144585	0.052322210152569555	0.1836563107014206	0.1344341897525865	2.1786867239264075E7
halfords.com*	WorldWide	08.06.2017	08.12.2017	0.1801906775309683	0.005463186475395807	0.025533208369218303	0.5889273943886638	0.07907243582809721	0.10609124753711613	0.014721849870540283	817403.5262899227
harrods.com*	WorldWide	08.06.2017	08.12.2017	0.2018278750952019	0.04061944656004063	0.015232292460015234	0.3645595328763646	0.23051535922823052	0.11965811965811968	0.027587374122027594	178280.5317736792
made.com*	WorldWide	08.06.2017	08.12.2017	0.35708856236459263	0.029077643085949276	0.044806004573349115	0.16851815879356963	0.1660069077997831	0.15216012500754553	0.08234259837521091	285296.3178973585
bensonsforbeds.co.uk*	WorldWide	08.06.2017	08.12.2017	0.0623281393217232	0.0	0.04124656278643447	0.6113657195233732	0.155820348304308	0.11549037580201651	0.013748854262144823	38915.62144222685
canon.co.uk*	WorldWide	08.06.2017	08.12.2017	0.1296049968191545	0.002313342201145105	0.0052050199525764855	0.7526458851425596	0.025446764212596153	0.07402695043664335	0.010757041235324739	239555.4311218583
purecollection.com*	WorldWide	08.06.2017	08.12.2017	0.07936507936507936	0.0	0.3333333333333333	0.30158730158730157	0.1111111111111111	0.1746031746031746	0.0	10822.827163986605
reiss.com*	WorldWide	08.06.2017	08.12.2017	0.320020927799093	0.03051970701081269	0.03051970701081269	0.3633879781420764	0.04069294268108359	0.188408324613417	0.02645041274270433	80743.00781464808
goldsmiths.co.uk*	WorldWide	08.06.2017	08.12.2017	0.14172631578947364	0.008842105263157894	0.0	0.6260210526315789	0.13027368421052632	0.0784	0.014736842105263156	56262.58240786657
homebase.co.uk*	WorldWide	08.06.2017	08.12.2017	0.1417762448803622	0.0019400732916576857	0.048695839620607924	0.6092476826902351	0.10929079543004964	0.07055399870661784	0.01849536538046994	740480.048917948
bosch-home.co.uk*	WorldWide	08.06.2017	08.12.2017	0.20280373831775705	0.0	0.012266355140186919	0.6532710280373832	0.008177570093457945	0.11939252336448601	0.004088785046728972	35263.19826243643
hp.com*	WorldWide	08.06.2017	08.12.2017	0.2435188898446018	0.0042500703044715754	0.013084909884270779	0.6100311828620025	0.021753490945270928	0.09468777000257646	0.012673686156805886	1.2469210119596744E7
nespresso.com*	WorldWide	08.06.2017	08.12.2017	0.2836278945103141	0.03352523934125976	0.08346935343831138	0.3032234554653385	0.16968866619532685	0.0952452646665154	0.031220126382934293	769079.239804592
dunelm.com*	WorldWide	08.06.2017	08.12.2017	0.1926873857404022	0.009213893967093236	0.02413162705667276	0.5488848263254114	0.12592321755027422	0.08877513711151737	0.010383912248628883	303532.8897614021
dwell.co.uk*	WorldWide	08.06.2017	08.12.2017	0.23946360153256704	0.028735632183908046	0.028735632183908046	0.29693486590038315	0.2547892720306513	0.14176245210727967	0.009578544061302681	19647.234461432196
houseoffraser.co.uk*	WorldWide	08.06.2017	08.12.2017	0.2183713406745389	0.030650548323147203	0.04035159565649283	0.4785254861505718	0.062431893574721196	0.1292580243362237	0.04041111128430476	679271.6627553155
laptopsdirect.co.uk*	WorldWide	08.06.2017	08.12.2017	0.1457401925363045	0.03250273886389595	0.011747977902612993	0.5811333069159227	0.137451341460572	0.07430596023402718	0.01711848208666465	164298.3388548931
marksandspencer.com*	WorldWide	08.06.2017	08.12.2017	0.2759095861741736	0.007573780211311368	0.09423377062915828	0.4041677893081821	0.05745443093633397	0.1420583755551634	0.018602267185677045	1664171.4199202813
moss.co.uk*	WorldWide	08.06.2017	08.12.2017	0.2924390599912421	0.017880601372062467	0.022989344621223172	0.48022186542110623	0.09706612173405339	0.061304918989928466	0.02809808787038388	66029.24270600385
aeg.co.uk*	WorldWide	08.06.2017	08.12.2017	0.14202334630350197	0.0	0.029182879377431907	0.6342412451361868	0.058365758754863814	0.13618677042801558	0.0	16187.871046040189
glassesdirect.co.uk*	WorldWide	08.06.2017	08.12.2017	0.27190816038095944	0.011265373830907975	0.05407379438835828	0.33307955293384583	0.09875977725095993	0.19974580694945643	0.031167534265512067	97366.44232672275
next.co.uk*	WorldWide	08.06.2017	08.12.2017	0.32374719232513366	0.0030129091738911955	0.036708301567613136	0.39385881856042815	0.018477126668455187	0.20365867896815917	0.020536972736319575	1159030.2151076489
amazon.co.uk*	WorldWide	08.06.2017	08.12.2017	0.4190988076839634	0.002532264419438628	0.04199318370391515	0.2755432595982041	0.02739734140207305	0.18398068946953008	0.04945445372287566	4.899708651421147E7
lg.com*	WorldWide	08.06.2017	08.12.2017	0.13189402057213767	0.02797517297788598	0.009710373967378092	0.6134321619152414	0.06073198476560557	0.07369224767544469	0.08256403812630679	3989329.9373531346
simplehuman.com*	WorldWide	08.06.2017	08.12.2017	0.2098366094385005	0.022808327112880486	0.08210997760636976	0.40781288877830313	0.15965828979016342	0.07671891847059802	0.04105498880318488	36962.85335347833
whitestuff.com*	WorldWide	08.06.2017	08.12.2017	0.24672390420244014	0.031631269769543606	0.11070944419340262	0.2899533062208164	0.13179695737309835	0.16809760506100316	0.021087513179695736	37232.8204817575
worldstores.co.uk*	WorldWide	08.06.2017	08.12.2017	0.07196351145897852	0.01013570583929275	0.09071456726167011	0.17872627963286217	0.1344670308012838	0.4976631567092741	0.01632974829663832	82927.89439629078
johnlewis.com*	WorldWide	08.06.2017	08.12.2017	0.20196706088906444	0.012066996737416638	0.032372549715096656	0.4741642723846857	0.12809019722277945	0.12595374327846523	0.02538517977249168	2112522.50505394
phase-eight.com*	WorldWide	08.06.2017	08.12.2017	0.2380952380952381	0.023228803716608595	0.05226480836236934	0.2996515679442509	0.011614401858304297	0.3635307781649245	0.011614401858304297	31087.676260764005
richersounds.com*	WorldWide	08.06.2017	08.12.2017	0.23439960756977257	0.0	0.02710866702811556	0.6166318126662019	0.0018072444685410373	0.10324529470993728	0.01680737355743165	235827.7927087929
very.co.uk*	WorldWide	08.06.2017	08.12.2017	0.3279048576795851	0.007932780659125255	0.04309429493200476	0.3148456323763631	0.0721990239719035	0.2063122779433986	0.027711132437619978	677338.9287510156
ikea.com*	WorldWide	08.06.2017	08.12.2017	0.28406787024871644	0.00403723734677059	0.026026907777585026	0.4278576371955382	0.03426184487917495	0.18652586372715035	0.03722263882506457	1.9012887743236464E7
seasaltcornwall.co.uk*	WorldWide	08.06.2017	08.12.2017	0.25699067909454065	0.0	0.11984021304926765	0.41278295605858856	0.053262316910785625	0.07723035952063916	0.07989347536617844	30050.56812480155
sony.co.uk*	WorldWide	08.06.2017	08.12.2017	0.19305315183421848	6.732119774028094E-4	0.008078543728833713	0.681761769515825	0.006597477378547533	0.0973814239832204	0.012454421581951975	412534.1399564865
tiffany.co.uk*	WorldWide	08.06.2017	08.12.2017	0.16566265060240962	0.0	0.0	0.5963855421686747	0.12048192771084336	0.10993975903614457	0.00753012048192771	23458.631905595877
decathlon.co.uk*	WorldWide	08.06.2017	08.12.2017	0.20624267433085547	0.009553475377723549	0.011801351937187912	0.511391917278143	0.07080811162312747	0.16520287085949176	0.024999598593471537	285953.4451687075
georgjensen.com*	WorldWide	08.06.2017	08.12.2017	0.14137214137214138	0.020790020790020788	0.06237006237006237	0.42203742203742206	0.15592515592515593	0.1663201663201663	0.031185031185031183	12957.3417410429
homesense.com*	WorldWide	08.06.2017	08.12.2017	0.037037037037037035	0.0	0.1111111111111111	0.5679012345679012	0.20987654320987653	0.04938271604938271	0.024691358024691357	15041.516055825014
jigsaw-online.com*	WorldWide	08.06.2017	08.12.2017	0.30958549222797926	0.05829015544041451	0.05829015544041451	0.39507772020725385	0.05829015544041451	0.08808290155440414	0.03238341968911917	30849.49689620454
