countryname	country	mobile	domain	ga:month	ga:year	ga:devicecategory	ga:sessions	>100k
United Kingdom	826	1	kiehls.co.uk	1	2017	mobile	155518	1
United Kingdom	826	1	kiehls.co.uk	2	2017	mobile	112649	1
United Kingdom	826	1	kiehls.co.uk	3	2017	mobile	136849	1
United Kingdom	826	1	kiehls.co.uk	4	2017	mobile	126124	1
United Kingdom	826	1	kiehls.co.uk	5	2015	mobile	90828	0
United Kingdom	826	1	kiehls.co.uk	5	2017	mobile	96155	0
United Kingdom	826	1	kiehls.co.uk	6	2015	mobile	73745	0
United Kingdom	826	1	kiehls.co.uk	7	2015	mobile	68880	0
United Kingdom	826	1	kiehls.co.uk	8	2015	mobile	68622	0
United Kingdom	826	1	kiehls.co.uk	9	2015	mobile	69582	0
United Kingdom	826	1	kiehls.co.uk	10	2015	mobile	50729	0
United Kingdom	826	1	kiehls.co.uk	11	2015	mobile	137726	1
United Kingdom	826	1	kiehls.co.uk	12	2015	mobile	127353	1
United Kingdom	826	1	lancome.co.uk	1	2017	mobile	151012	1
United Kingdom	826	1	lancome.co.uk	2	2017	mobile	169161	1
United Kingdom	826	1	lancome.co.uk	3	2017	mobile	186006	1
United Kingdom	826	1	lancome.co.uk	4	2017	mobile	132694	1
United Kingdom	826	1	lancome.co.uk	5	2017	mobile	108466	1
United Kingdom	826	1	loreal-paris.co.uk	1	2017	mobile	419477	1
United Kingdom	826	1	loreal-paris.co.uk	2	2017	mobile	424586	1
United Kingdom	826	1	loreal-paris.co.uk	3	2017	mobile	518941	1
United Kingdom	826	1	loreal-paris.co.uk	4	2017	mobile	372893	1
United Kingdom	826	1	loreal-paris.co.uk	5	2017	mobile	316106	1
United Kingdom	826	1	lorealprofessionnel.co.uk	1	2017	mobile	94227	0
United Kingdom	826	1	lorealprofessionnel.co.uk	2	2017	mobile	98775	0
United Kingdom	826	1	lorealprofessionnel.co.uk	3	2017	mobile	119500	1
United Kingdom	826	1	lorealprofessionnel.co.uk	4	2017	mobile	121361	1
United Kingdom	826	1	lorealprofessionnel.co.uk	5	2017	mobile	120084	1
