monthlycountrydis.site	monthlycountrydis.country	monthlycountrydis.dvisits	monthlycountrydis.dusers	monthlycountrydis.mvisits	monthlycountrydis.musers	monthlycountrydis.year	monthlycountrydis.month
chitai-gorod.ru*	642	4761.503022917968	4480.766882343614	0.0	0.0	17	4
chitai-gorod.ru*	417	573.0161451317044	558.1547892444091	0.0	0.0	17	4
chitai-gorod.ru*	608	478.9782534376071	478.9782534376071	0.0	0.0	17	4
chitai-gorod.ru*	704	378.32154102919793	378.32154102919793	0.0	0.0	17	4
chitai-gorod.ru*	31	759.9543072246988	707.59159779546	0.0	0.0	17	4
chitai-gorod.ru*	703	260.98912834700525	260.98912834700525	0.0	0.0	17	4
chitai-gorod.ru*	702	416.55831748451175	416.55831748451175	0.0	0.0	17	4
chitai-gorod.ru*	124	1286.1246001941731	1225.9034224034565	0.0	0.0	17	4
chitai-gorod.ru*	156	141.3301860546977	112.05254192930092	0.0	0.0	17	4
chitai-gorod.ru*	348	343.0521608970221	343.0521608970221	0.0	0.0	17	4
chitai-gorod.ru*	380	660.5135881454178	537.6568041359965	0.0	0.0	17	4
chitai-gorod.ru*	604	86.43443867057003	86.43443867057003	0.0	0.0	17	4
chitai-gorod.ru*	764	1045.6346421139247	820.4301362562293	0.0	0.0	17	4
chitai-gorod.ru*	860	1278.4700786001208	1278.4700786001208	0.0	0.0	17	4
chitai-gorod.ru*	795	88.87670069751871	88.87670069751871	0.0	0.0	17	4
chitai-gorod.ru*	250	5539.903815513784	4668.81597002827	0.0	0.0	17	4
chitai-gorod.ru*	410	493.00343566539186	493.00343566539186	0.0	0.0	17	4
chitai-gorod.ru*	442	980.0883240113935	980.0883240113935	0.0	0.0	17	4
chitai-gorod.ru*	762	268.27141636700424	268.27141636700424	0.0	0.0	17	4
chitai-gorod.ru*	826	2937.554722518423	2937.554722518423	0.0	0.0	17	4
chitai-gorod.ru*	344	361.57308315856216	361.57308315856216	0.0	0.0	17	4
chitai-gorod.ru*	376	2621.519437103023	2621.519437103023	0.0	0.0	17	4
chitai-gorod.ru*	440	240.4825787564362	240.4825787564362	0.0	0.0	17	4
chitai-gorod.ru*	504	115.6059047587963	72.25369047424769	0.0	0.0	17	4
chitai-gorod.ru*	792	4389.634154758242	4227.560984679205	6607.649815880422	3187.4662054217365	17	4
chitai-gorod.ru*	214	171.84111226323324	171.84111226323324	0.0	0.0	17	4
chitai-gorod.ru*	246	978.9826034821056	978.9826034821056	0.0	0.0	17	4
chitai-gorod.ru*	276	19170.746614604497	17393.52809238247	0.0	0.0	17	4
chitai-gorod.ru*	724	363.7840623342631	363.7840623342631	0.0	0.0	17	4
chitai-gorod.ru*	756	1372.1532684104045	947.3092629450091	0.0	0.0	17	4
chitai-gorod.ru*	51	802.1197425132418	802.1197425132418	0.0	0.0	17	4
chitai-gorod.ru*	498	1445.0846264394972	1366.0676497663867	0.0	0.0	17	4
chitai-gorod.ru*	818	120.65688808414944	120.65688808414944	0.0	0.0	17	4
chitai-gorod.ru*	112	6993.152209232868	6921.541744500107	0.0	0.0	17	4
chitai-gorod.ru*	208	208.54767034672685	208.54767034672685	0.0	0.0	17	4
chitai-gorod.ru*	496	169.92910664876234	169.92910664876234	0.0	0.0	17	4
chitai-gorod.ru*	528	20898.665266951768	18905.68784792682	0.0	0.0	17	4
chitai-gorod.ru*	688	132.2097143217927	132.2097143217927	0.0	0.0	17	4
chitai-gorod.ru*	752	1252.969675106022	914.7211115987561	0.0	0.0	17	4
chitai-gorod.ru*	784	145.79948117249168	145.79948117249168	5427.695176624242	1765.3386470301984	17	4
chitai-gorod.ru*	398	5357.2271481836615	4927.213424092194	0.0	0.0	17	4
chitai-gorod.ru*	268	728.6979651350684	728.6979651350684	0.0	0.0	17	4
chitai-gorod.ru*	428	3061.8498029729335	2585.0695154766877	0.0	0.0	17	4
chitai-gorod.ru*	203	1093.2453825147315	1093.2453825147315	0.0	0.0	17	4
chitai-gorod.ru*	458	75.11946157651612	75.11946157651612	0.0	0.0	17	4
chitai-gorod.ru*	233	631.4479616077508	631.4479616077508	0.0	0.0	17	4
chitai-gorod.ru*	40	466.68663640137726	466.68663640137726	0.0	0.0	17	4
chitai-gorod.ru*	392	259.70443658064806	259.70443658064806	0.0	0.0	17	4
chitai-gorod.ru*	616	1897.387151606361	1778.0768868138532	0.0	0.0	17	4
chitai-gorod.ru*	840	10333.629868731081	9602.020690163681	0.0	0.0	17	4
chitai-gorod.ru*	422	348.5026624449375	162.27334055550193	0.0	0.0	17	4
chitai-gorod.ru*	710	112.49846017658665	112.49846017658665	0.0	0.0	17	4
chitai-gorod.ru*	100	395.4637523546535	395.4637523546535	0.0	0.0	17	4
