ga_learningset.site	ga_learningset.country	ga_learningset.pageviewmobile	ga_learningset.pageviewonline	ga_learningset.uniqmobile	ga_learningset.uniqonline	ga_learningset.visitsmobile	ga_learningset.visitsonline	ga_learningset.est_visits_mobile	ga_learningset.est_visits_desktop	ga_learningset.month	ga_learningset.year
maminka.cz	643	338	791	132	69	135	78	100.7322561	2683.802048	4	17
maminka.cz	643	818	883	217	183	232	202	138.6324634	2991.276261	5	17
maminka.cz	643	440	417	111	131	116	133	47.70474719	2461.099222	6	17
mammysize.ru	643	9528	24302	1856	2700	2061	3470	2730.970642	2332.077235	4	17
mamochki.by	643	92389	29311	70636	24267	74972	24965	25714.58868	118210.1153	4	17
mamochki.by	643	94093	30146	73672	24918	78064	25659	26417.3474	108668.2062	5	17
mamochki.by	643	89844	26268	70601	22077	74627	22639	23265.98846	97025.38146	6	17
mamsa.ru	643	10299	2500	8480	1938	8914	2041	2037.428726	30595.32718	4	17
mamsa.ru	643	10333	1987	8240	1680	8724	1724	1250.382987	30893.1198	5	17
mamsa.ru	643	10442	1643	8326	1453	8803	1489	1551.213288	49558.91214	6	17
mamsy.ru	643	6739192	9931055	864458	1094430	1295216	1716260	1114060.918	1221579.027	4	17
mamsy.ru	643	6867930	9918205	1069496	1397753	1489762	2005934	1436064.803	1688761.967	5	17
mamsy.ru	643	6509695	9172407	1097377	1403927	1523728	2004366	1416818.516	2436291.852	6	17
mamul.am	643	492753	116100	114086	24472	183970	41814	20865.84098	130777.9151	4	17
mamul.am	643	542199	84567	136380	24455	213400	37330	18541.76494	139413.383	5	17
mamul.am	643	498214	81830	128685	21960	199927	34106	16060.56806	55542.56377	6	17
manageflitter.com	643	8260	72837	1051	6281	1853	10050	15638.22887	11291.0989	4	17
manageflitter.com	643	7585	65074	906	5197	1559	8331	17280.04469	7519.12454	5	17
managingmadrid.com	643	956	1598	562	454	653	673	1203.287625	8763.705277	5	17
managingmadrid.com	643	770	1332	513	542	592	731	857.6356662	6431.576861	6	17
manara.jp	643	17	5	12	3	12	3	25.89729773	2949.96713	4	17
manfrotto.us	643	580	2501	220	906	243	1039	3309.243629	0	5	17
mangahasu.com	643	489	604	96	111	106	117	255.2211535	6519.214184	6	17
mangahelpers.com	643	899	3045	462	1414	651	2120	26843.61057	7170.23065	4	17
mangahelpers.com	643	883	2891	441	1465	625	2078	31557.77071	16164.13904	5	17
mangahelpers.com	643	998	2301	476	1245	710	1705	27888.01039	15264.77658	6	17
mangainn.net	643	6294	26509	312	1144	607	2725	9416.597024	0	5	17
mangakakalot.com	643	63182	80103	12693	14864	16008	17656	60096.73328	47373.02038	4	17
mangakakalot.com	643	78648	132511	16782	21252	20879	27990	86624.71447	55823.57278	5	17
manganiste.com	643	323	409	116	127	120	133	1176.910563	4149.389441	4	17
mangapanda.com	643	151448	407605	7591	19252	13048	38928	100165.2206	44126.302	5	17
mangatopia.net	643	52	193	24	92	33	150	459.785634	1307.71678	5	17
mangatopia.net	643	53	188	21	82	31	153	207.0173158	3334.241443	6	17
mangazuki.co	643	11308	24447	1627	3872	2393	5814	23506.39855	456.6705723	4	17
mango.com	643	2583273	3254837	438543	368952	562561	469140	402699.6791	479596.3093	5	17
mangooutlet.com	643	916139	1396161	89679	90127	126850	123528	111444.9046	151688.7583	4	17
mangooutlet.com	643	736983	1268038	76282	86962	107329	117863	110049.3212	114668.6418	5	17
manilatimes.net	643	539	750	340	394	352	422	105.413467	3975.843952	5	17
mankind.co.uk	643	3475	6705	722	1092	855	1340	2009.913372	7312.24409	4	17
mankind.co.uk	643	3206	3971	567	844	2589	3342	1549.918364	0	5	17
mann-ivanov-ferber.ru	643	721705	1094317	295238	289199	344905	363203	526706.0863	595548.4294	4	17
mann-ivanov-ferber.ru	643	645068	1100300	282118	305962	326218	383136	587406.6662	606859.7361	5	17
manomano.fr	643	856	1503	209	665	228	703	632.5831614	4247.343	5	17
manomano.it	643	119	242	52	220	60	220	125.8540615	4343.229289	5	17
mans-best-friend.org.uk	643	134	165	42	180	52	188	92.5814972	6842.631667	4	17
mans-best-friend.org.uk	643	86	145	42	130	47	136	154.8614823	1837.543246	5	17
mans.io	643	1294	6111	424	1535	469	1742	5357.176277	0	5	17
mansanswers.ru	643	2313	3743	1342	1921	1502	2220	5970.307936	13201.31767	5	17
manualdohomemmoderno.com.br	643	614	806	365	624	424	632	126.4992738	4123.21012	5	17
manualshelf.com	643	797	4897	234	1049	313	1364	2061.912631	0	4	17
manualzz.com	643	4682	20917	3233	16236	3399	17067	26361.15888	14585.52719	4	17
manualzz.com	643	4648	21350	3392	16303	3579	17137	25444.34815	21222.84984	5	17
manufacturing.net	643	93	352	42	265	52	314	592.3572428	3443.26701	4	17
manyvids.com	643	216918	297515	19520	48071	23440	57193	189553.002	23592.75202	5	17
manyvids.to	643	6195	28277	1837	6545	1922	7053	16223.97022	4690.210012	4	17
maomotors.ru	643	5785	17405	1778	5246	1948	6040	6560.307877	5029.983293	5	17
map.by	643	8010	10550	5430	7786	5663	8011	5487.28487	20439.89226	4	17
map.by	643	7681	11014	5200	7944	5412	8145	5553.241461	21618.61569	5	17
map24.kz	643	3303	2774	2852	1786	2895	1867	1596.459021	11591.69852	5	17
mapala.net	643	1347	15695	575	2227	676	3374	4947.37519	0	5	17
mapamista.org.ua	643	2797	6627	2257	5820	2472	6104	3791.243313	7918.189768	4	17
mapamista.org.ua	643	2591	7207	2181	6363	2332	6639	3847.830476	2589.617137	5	17
mapamista.org.ua	643	3210	7707	2723	6826	2886	7090	3206.00428	26190.85456	6	17
mapbox.com	643	4618	73331	2452	8197	2611	11110	25410.09873	4851.733608	5	17
mapia.ua	643	550	5480	408	5149	416	5206	1864.356186	3044.748552	4	17
mapia.ua	643	291	4101	217	3948	222	3966	683.9898285	2719.905694	5	17
mapio.net	643	6968	20140	5361	14653	5557	15539	20763.6138	26710.05614	4	17
mapio.net	643	7346	19945	5683	14279	5865	14874	20975.25148	24550.77785	5	17
mapon.com.ua	643	624	407	518	329	579	341	555.7554939	4161.794755	5	17
mappery.com	643	309	2043	131	612	175	781	2274.59493	4404.100376	5	17
mappery.com	643	236	1318	127	598	152	713	2238.222174	1271.287498	6	17
maps.me	643	667	74	343	18	365	23	45000.38094	53709.29624	5	17
mapsofindia.com	643	789	3411	585	2588	585	2697	2255.877842	6433.189048	4	17
mapsofindia.com	643	1060	2728	789	2271	811	2317	2442.917858	13275.9649	5	17
mapsofindia.com	643	995	3751	748	2742	809	2919	1369.016568	5289.636021	6	17
mapsofworld.com	643	2809	8692	2054	5678	2222	6149	8424.356199	6713.914495	4	17
mapsofworld.com	643	2108	8312	1426	4916	1517	5511	9029.913596	4339.116103	5	17
mapsofworld.com	643	2257	6699	1490	4410	1671	4811	6494.640465	3491.284086	6	17
marao.ge	643	11742	4800	7504	2474	8681	2857	7979.074308	533723.667	4	17
marao.ge	643	13505	4138	8449	2472	10028	2824	8136.447831	288674.4057	5	17
maraquia.com	643	4451	12505	2597	5657	2858	6333	1756.712533	2914.580681	4	17
maraquia.com	643	4192	11136	2481	6086	2679	6745	1205.458531	4413.066275	5	17
marathon.ua	643	1177	1612	285	497	305	528	722.3330565	6383.924923	5	17
marc-o-polo.ru	643	69719	70155	15270	17601	16730	19677	15477.07516	16961.18209	4	17
marc-o-polo.ru	643	62801	54629	13320	10414	16210	12913	9567.248035	6174.429879	5	17
marcjacobs.com	643	26913	15215	4985	3154	5698	3467	3344.137035	0	4	17
mardanpalace.com	643	28320	11921	16737	5036	17243	5381	3703.350431	31813.1707	5	17
marieclaire.co.uk	643	7473	5338	1503	3622	1575	3719	2229.405261	10043.8896	4	17
marieclaire.co.uk	643	7599	25723	1362	10872	1444	10926	2344.877608	7087.335302	5	17
marieclaire.com.tr	643	478	1607	122	389	127	414	357.1652245	0	4	17
marieclaire.com.tr	643	419	5638	101	1580	104	1738	295.5949104	3116.639085	5	17
marieclaire.com.tw	643	4364	2867	343	203	399	210	69.76309195	2689.165004	4	17
marieclaire.com.tw	643	2318	519	272	80	282	90	108.8025919	1257.302895	5	17
marieclaire.ru	643	1310335	1006119	749793	533831	826517	577521	939758.8124	734128.55	4	17
marieclaire.ru	643	1082344	877117	624454	463321	691204	500839	812855.8548	751140.2488	5	17
marieclaire.ua	643	6207	12576	4120	8281	4354	8855	4557.586525	2599.98492	4	17
marieclaire.ua	643	4989	7344	3363	5324	3547	5632	3240.230374	5818.697891	5	17
mariefranceasia.com	643	952	1079	113	225	127	230	276.4695392	0	5	17
mariland.org	643	5033	11608	1630	3376	1853	3748	2719.66468	3064.725194	5	17
marimay.su	643	117309	347005	16724	29982	20159	38452	33802.22219	58864.35567	4	17
marimay.su	643	99096	320048	15467	25017	18543	32468	27735.7517	30956.68185	5	17
marimekko.com	643	2783	4375	504	655	582	715	1232.74332	8855.263039	5	17
marin-ostrov.ru	643	8483	18795	3451	5893	3877	6811	5532.101547	4229.37514	5	17
marinabaysands.com	643	5926	8682	1206	2019	1449	2385	3033.551198	4419.783246	4	17
marinabaysands.com	643	5550	6927	1221	1784	1467	2064	2191.419841	1314.34986	5	17
marinagiller.com	643	4402	6107	2091	2697	2390	3174	5283.221857	5758.26054	4	17
marinagiller.com	643	5460	6884	2991	3161	3398	3700	5726.077656	8530.132552	5	17
mariomuzi.com.ua	643	6249	3759	1833	1024	2041	1123	992.096796	23561.78425	4	17
mariomuzi.com.ua	643	6954	3600	2000	1066	2260	1166	827.7599148	25734.13248	5	17
marisa.com.br	643	77	261	47	261	55	261	83.30706326	5668.767574	4	17
marisa.com.br	643	302	415	84	261	84	271	34.59310814	5051.464212	5	17
mariyaleontieva.com	643	1403	4094	1044	2685	1142	3015	4150.760402	4018.602904	4	17
mariyaleontieva.com	643	1412	3635	994	2652	1140	2897	3883.689993	5611.289274	5	17
markedbyteachers.com	643	1660	4482	1221	2981	1355	3273	3583.003579	9827.069762	4	17
markedbyteachers.com	643	1674	3763	1192	2647	1376	3025	3411.47372	5845.595855	5	17
markedbyteachers.com	643	777	2458	541	1811	641	2020	2405.938743	3168.249485	6	17
markerplus.ru	643	12645	47915	5166	14752	5725	16975	19529.09175	14645.26546	4	17
markerplus.ru	643	14163	47546	5139	13759	5842	16433	19328.09263	22104.09245	5	17
market-pol.ru	643	7371	21738	1627	4054	1817	4650	5762.954362	3620.289433	4	17
market-show.com	643	2050	1282	672	402	701	413	781.2392153	749.7401119	4	17
market-show.com	643	2520	1334	752	426	786	447	663.8767944	7467.213051	5	17
market.kz	643	42916	78338	14428	28047	15811	30709	32216.99726	54919.99354	4	17
market.kz	643	44959	82581	15857	31737	17347	35100	35167.47856	43312.96118	5	17
marketcall.ru	643	23145	273466	1706	9424	4543	25353	29684.62764	0	5	17
marketglory.com	643	5519	7031	500	4057	1038	4622	1632.725167	0	4	17
marketglory.com	643	5501	7684	911	5566	1271	6233	923.5362037	7215.546581	5	17
marketing-2b.com	643	1088	4850	646	3325	819	3950	7198.622588	11075.22357	4	17
marketing-wiki.ru	643	1093	9260	705	5989	779	6650	14298.77311	10184.9534	4	17
marketing-wiki.ru	643	827	7387	585	5087	643	5605	11867.63532	3362.780133	5	17
marketinggamers.com	643	18907	58338	12039	28646	14833	42483	52921.00109	58684.34693	4	17
marketinggamers.com	643	11582	53251	7383	26348	9118	39690	49125.812	7436.887388	5	17
marketingland.com	643	456	3921	329	2647	374	3047	5600.384024	0	6	17
marketips.ru	643	2914	6979	1961	4736	2270	5279	8212.924642	12864.25302	4	17
marketpublishers.ru	643	724	4139	585	3186	603	3353	3178.618619	8111.973063	4	17
marketrealist.com	643	4080	6153	2895	4088	3324	4889	5335.084791	0	4	17
marketrealist.com	643	4464	5932	3151	3810	3627	4709	6387.241078	0	5	17
marketrealist.com	643	4415	4670	3019	2951	3513	3605	5185.215943	0	6	17
marketvgorode.ru	643	2147	3017	1766	2481	1868	2561	6199.822521	2595.038477	4	17
marketvmoskve.ru	643	16144	32317	6723	13363	7063	13797	15754.77605	5807.71504	4	17
marketvmoskve.ru	643	14974	29927	6145	12307	6414	12712	13762.90772	10102.62344	5	17
markformelle.by	643	97429	85129	3986	5683	4976	7442	5327.589776	5826.6922	4	17
markformelle.by	643	95710	75110	3998	5568	4939	7086	5531.528604	5785.710421	5	17
marko.by	643	83322	154195	6938	12000	8096	13969	13851.66206	10552.3508	4	17
marko.by	643	68693	130729	6254	10606	7273	12393	12257.69467	10042.85816	5	17
marks.com	643	220	651	81	165	96	174	276.2776964	4082.709437	5	17
markt.de	643	6490	14176	1001	2886	1282	3168	2062.154722	1638.040265	4	17
markt.de	643	26737	11256	959	4700	1124	4733	2087.652814	0	5	17
marlboro.ru	643	20909	22803	6338	4684	7624	5966	8630.621218	25299.03457	4	17
marlboro.ru	643	25601	27531	8004	5895	9652	7404	12771.4059	21234.22207	5	17
marlinmotors.ru	643	26096	46968	3482	5912	3969	6837	7300.670612	2594.433147	4	17
marlinmotors.ru	643	25636	41883	3873	6069	4428	7019	6732.070322	13416.22954	5	17
marmaraopt.com.ua	643	3908	1119	1421	311	1547	347	258.292495	7962.539097	5	17
marmi.ru	643	6044	12431	1472	2619	1626	3044	2894.631789	5358.741724	5	17
marmiton.org	643	2582	7778	1111	3315	1347	3509	1721.161022	13216.87313	4	17
marmiton.org	643	1811	10925	773	2721	980	3034	1515.17916	12527.51379	5	17
marmot.com	643	2469	7717	490	1294	555	1525	9892.719595	36706.38481	4	17
marmot.com	643	2449	6679	435	1243	497	1447	9009.060857	18846.57519	5	17
marneulifm.ge	643	373	24	264	20	286	21	71.01315265	4185.294642	5	17
marry.vn	643	955	105	521	70	595	70	51.92125254	868.8618861	5	17
marshrutiks.ru	643	23660	18981	16526	15623	18282	16030	17976.31252	15817.3801	4	17
marshrutiks.ru	643	33098	24433	23240	20179	25710	20804	21365.07174	42730.93317	5	17
marspo.ru	643	2323	5370	1479	2183	1772	2714	3845.777598	8356.337582	4	17
mart-service.ru	643	4735	4367	2416	1955	2619	2061	2034.049066	1778.702072	4	17
martianwatches.com	643	266	372	85	94	88	99	420.7432445	0	4	17
martini.com	643	492	905	393	583	410	654	991.2368554	2628.53208	4	17
marugame-seimen.com	643	383	90	171	72	171	72	18.82029851	10066.07651	4	17
marwin.kz	643	4783	9583	1575	2359	1740	2787	4552.811021	3885.110742	4	17
marwin.kz	643	3988	7729	1482	2500	1587	2877	4511.326324	250.5578073	5	17
mary-jane.ru	643	27512	25098	6482	5215	7358	6115	13005.52093	23324.06735	5	17
marya.ru	643	429813	779428	110281	176119	130712	220348	171008.1294	130063.5154	4	17
marya.ru	643	428522	820370	99978	174080	124410	224913	167705.4199	128064.9571	5	17
marybride.com	643	7532	11396	820	791	1002	1027	659.6802963	2668.38943	4	17
marybride.com	643	6633	8219	876	810	1049	970	1036.371309	1254.858698	5	17
maryino-mebel.ru	643	60304	127825	13585	21769	16678	27485	20782.40356	19122.10681	4	17
maryino-mebel.ru	643	58712	116390	14487	21438	16702	24695	20505.51825	32324.86935	5	17
marykayintouch.ua	643	587	1139	132	268	198	489	2290.562645	5468.888445	4	17
marykayintouch.ua	643	982	1329	205	322	421	573	2392.714999	1844.598526	5	17
masaisrael.org	643	9373	16205	1479	1914	1734	2441	3599.083033	5016.795189	4	17
masaisrael.org	643	11170	20454	1478	1907	1809	2313	3571.969971	5435.078476	5	17
maschinensucher.de	643	1478	12049	280	1376	357	1936	1481.467741	4605.089223	4	17
mascotte.ru	643	1427466	1406769	139470	105896	163573	122965	93907.71555	108776.8569	4	17
mascotte.ru	643	773375	764361	108133	87996	125991	101083	102614.8261	118921.2489	5	17
mascus.com	643	3172	13768	714	2296	775	2582	4724.342243	6849.721444	4	17
mascus.com	643	2795	9345	835	2363	911	2598	5481.093007	3170.506387	5	17
maseratimoscow.ru	643	4710	3235	3166	1781	3461	1945	2155.027217	0	4	17
maseratimoscow.ru	643	4165	3313	2624	1829	2881	2015	1597.503397	0	5	17
masesxe.ge	643	2	49	2	5	2	6	43.83338021	2979.705179	5	17
mashabear-collection.ru	643	5553	5029	2132	1603	2543	1972	1333.666873	13983.59111	4	17
mashabear-collection.ru	643	4059	3538	1683	1255	1975	1462	931.718152	5693.340029	5	17
mashabear.ru	643	45718	86678	26320	46366	29994	54816	52576.89942	138139.3069	4	17
mashabear.ru	643	44153	82661	25040	43618	28945	51534	50024.34846	103143.2987	5	17
mashed.com	643	785	1239	121	225	132	245	348.502536	11380.99975	6	17
mashina.cc	643	335	67	242	58	261	59	20.20123183	4035.939763	4	17
maskme.ru	643	13406	14833	3142	3574	3517	4355	5038.042859	37620.67912	4	17
maskme.ru	643	7113	8135	1890	2024	2132	2518	4513.673707	14635.24045	5	17
maslo-dishi.ru	643	5527	5333	3300	3451	3497	3605	3141.58108	15305.84408	5	17
maspk.ru	643	22881	88991	12422	37103	13817	42007	32703.44392	25580.68718	5	17
masrawy.com	643	17408	14117	4616	1889	5579	2554	480.2334123	42386.33312	4	17
masrawy.com	643	10528	5927	3742	2788	4253	2891	737.979431	20716.54467	5	17
mass-creative.org	643	4304	2926	3501	2543	3582	2603	3073.832274	5406.088513	4	17
massaget.kz	643	2211	4331	1308	3124	1413	3350	2418.861715	53769.29757	4	17
massaget.kz	643	2127	3806	1305	2833	1380	2991	2275.230704	32287.34116	5	17
massato.ru	643	19981	22665	2735	1901	2968	2046	2866.882492	3451.602231	4	17
massimodutti.com	643	3351789	2664430	304776	239784	380862	293976	200482.4649	176326.0511	4	17
massimodutti.com	643	2783952	2896840	263971	219868	346861	275148	186500.5785	193337.2708	5	17
masslive.com	643	781	2721	540	2427	590	2450	1579.96081	7029.478284	4	17
massuccot.com	643	1901	5756	1032	1608	1167	1734	706.1409137	583.0984017	4	17
massuccot.com	643	2372	4529	1290	1566	1460	1686	858.6720321	4007.770693	5	17
master-tao.com	643	30334	82028	4514	9953	8601	19190	28680.18557	40095.17099	5	17
masteram-online.ru	643	21023	62911	7369	22101	8512	25701	51251.30971	22612.30877	5	17
masteram.com.ua	643	2049	7398	1274	5292	1337	5636	15227.92299	3897.964875	5	17
masterbetonov.ru	643	3024	13947	2337	10910	2552	11921	14686.61647	7815.036017	4	17
masterbetonov.ru	643	3140	15831	2457	12253	2658	13578	19281.69497	30344.63246	5	17
masterdel.ru	643	98638	121750	44584	49197	51218	55938	94107.68852	57948.94915	4	17
masterdel.ru	643	100469	131926	43634	54944	50016	62574	100196.1226	93512.22977	5	17
masteretudes.fr	643	582	852	273	395	301	426	206.7148699	1636.91694	4	17
masterfisher.ru	643	25121	52367	5689	12463	6500	14008	16883.73864	5100.266111	4	17
masterforex-v.org	643	13329	37766	3833	10911	4651	13206	45798.01384	62566.8709	4	17
masterforex-v.org	643	12602	31789	3764	9588	4463	11456	46450.60909	32327.71582	5	17
mastergrad.com	643	1552076	3019933	904313	1235040	1017619	1411653	1999349.045	1318602.019	5	17
masterhost.ru	643	33027	694144	10042	88512	13238	147599	288295.5778	86510.27492	4	17
masterhost.ru	643	32252	629156	9878	87682	12956	141013	284652.3391	103721.095	5	17
masterica.com.ua	643	235	820	133	262	137	277	239.6117742	2625.685895	5	17
masterm.by	643	1672	1651	251	431	275	506	334.5416217	2860.495901	4	17
mastername.ru	643	2579	69007	869	10570	1005	13542	27009.79576	14176.99668	4	17
masterok.ua	643	570	1964	364	1229	382	1286	1349.739643	0	4	17
masterphone.ru	643	152436	258674	31694	56398	38404	71271	156585.6091	89520.61856	5	17
masters-bet.com	643	36	788	20	121	20	203	2540.033328	9700.862374	5	17
mastersoftaste.club	643	5862	10639	3174	4106	3319	4322	1418.229957	2307.649487	5	17
masterstrack.com	643	12	85	7	48	7	56	19.56768721	3763.409166	4	17
masterstrack.com	643	21	106	10	59	11	67	16.09956888	161.0122572	5	17
masterstudies.com	643	12329	23829	4755	7505	5826	9218	9740.386494	36199.19646	4	17
masterstudies.ru	643	34706	45603	14512	18087	15942	20073	25793.20752	34831.01109	4	17
mastervelo.com	643	3355	5498	833	1706	874	1761	5903.486766	0	5	17
masterzoo.ua	643	513	358	246	185	282	188	282.3577323	8134.043412	5	17
masura.ru	643	161270	175881	14076	18890	17603	21999	15029.0752	57733.51333	5	17
mat.capital	643	26810	14170	20841	11116	23884	12392	9496.82804	69824.22083	5	17
match-live.net	643	88	55	45	33	49	33	49.84533151	4150.772286	5	17
matchesfashion.com	643	358943	379797	42176	33163	56317	46343	25642.93732	4177.064168	4	17
matchesfashion.com	643	376442	373301	40597	32158	55666	45322	27521.31354	23716.79984	5	17
mate-expo.ru	643	4099	3355	3528	2875	3709	3015	4578.397192	12442.90081	4	17
mate-expo.ru	643	3545	2718	3042	2383	3190	2486	4819.224451	2185.990429	5	17
matecat.com	643	285	7635	134	1461	152	2356	4192.327307	13085.34452	5	17
matematiku5.ru	643	1415	5045	1097	3914	1173	4217	6228.189473	20848.59241	5	17
materialscience.ru	643	7832	14590	4367	6827	4844	8003	12291.60425	27301.58643	4	17
materialscience.ru	643	9626	17759	5380	7641	6055	8900	15399.45445	28149.36638	5	17
materialstoday.com	643	295	2617	150	891	168	1019	739.2850226	4652.776394	4	17
materialstoday.com	643	203	1806	130	842	138	962	1051.818884	4170.082458	5	17
mathoverflow.net	643	4665	20641	1430	5021	2193	7893	11522.32653	8328.284731	4	17
mathoverflow.net	643	5935	21613	1442	4989	2218	7954	12254.86274	0	5	17
mathoverflow.net	643	4710	21521	1111	4561	1806	7335	12694.02201	0	6	17
mathsdoctor.co.uk	643	26	55	15	47	15	48	19.80379304	0	4	17
matlab.ru	643	7707	49964	3209	17995	3926	21907	50338.6589	7538.996078	4	17
matlab.ru	643	5633	53970	2812	20203	3227	24164	57844.97102	21629.76837	5	17
matras-econom.ru	643	4663	7717	1906	3066	2099	3429	2794.459547	0	5	17
matrason.ua	643	215	537	98	195	100	224	150.404345	3584.647754	4	17
matrix.com.ua	643	202	1010	139	662	147	706	1104.851217	3326.241183	5	17
matrix.ru	643	171444	137918	52823	36423	62011	42217	30697.8053	152923.1692	4	17
matsne.gov.ge	643	668	5214	421	1320	470	1648	3273.075696	115760.429	4	17
matsne.gov.ge	643	731	6039	544	1478	578	1848	2702.300872	29355.04984	5	17
maturescam.com	643	4475	7830	534	1449	733	1996	4704.339196	4782.011237	4	17
maturescam.com	643	1195	9164	555	1540	747	2051	4912.956436	1741.288834	5	17
matvpratique.com	643	86	507	69	450	73	458	106.7551719	3208.997719	5	17
max-igra.ru	643	17553	33671	4201	8363	4506	8856	12702.96953	14353.65385	4	17
max-igra.ru	643	14057	21822	4095	5926	4311	6453	4188.372915	27276.61072	5	17
max4u.ru	643	41677	14998	16349	4984	18334	5990	5326.917644	32083.59609	5	17
maxaero.by	643	152	1834	113	1168	118	1235	1319.664569	0	4	17
maxaero.by	643	161	1813	118	1142	128	1192	1005.631921	0	5	17
maxbetslots.com	643	16053	18848	640	855	2068	1383	2688.961129	0	4	17
maxcom.by	643	282	2561	197	1667	205	1739	1858.022236	4509.915711	4	17
maxcom.by	643	504	2094	230	1522	244	1588	1396.007502	193.1564488	5	17
maxfactor-russia.ru	643	21697	22679	6538	4709	7050	5095	7019.581017	25116.09012	4	17
maxfactor-russia.ru	643	16724	20080	5214	4440	5662	4801	6745.986794	23423.11188	5	17
maxfactor.com.au	643	12	20	10	14	10	14	42.31706371	0	5	17
maxi-cosi.com	643	13314	10060	2705	2014	3239	2400	2912.596374	18835.81176	4	17
maxi-cosi.com	643	15635	9707	3065	1936	3667	2339	3260.386292	4178.903266	5	17
maxi-exkavator.ru	643	7239	22681	4529	11881	4897	13031	12776.42043	13568.92069	4	17
maxi-exkavator.ru	643	6653	22879	4220	12002	4575	13378	14048.66198	8606.023289	5	17
maxi-shopping.ru	643	65714	32597	28450	9237	34565	10819	42934.80523	566520.4615	4	17
maxi-shopping.ru	643	57257	29224	25594	7130	31812	9018	35769.87556	447330.6407	5	17
maxi-tex.ru	643	6734	16554	2079	3563	2356	4295	5033.595076	12614.97191	5	17
maxi.az	643	1760	725	501	231	541	242	375.743129	5826.823732	4	17
maxi.az	643	2367	1003	596	244	677	260	352.4383529	11059.5172	5	17
maxi.by	643	830	1693	503	1241	570	1368	1672.116372	2691.691559	4	17
maxi.by	643	643	1527	434	1075	469	1173	1271.664634	0	5	17
maxicold.ru	643	7558	3306	6262	2641	6883	2794	3604.407765	33577.8634	4	17
maxicold.ru	643	7002	3288	5874	2574	6421	2744	3319.677227	18308.76287	5	17
maxidom.ru	643	3903267	7895350	546155	815767	679495	1083754	1188301.208	726209.1641	4	17
maxidom.ru	643	3801954	7347263	559988	789845	693266	1012260	1199215.115	609236.0678	5	17
maxima.ee	643	1758	4669	553	1213	607	1384	1573.40321	0	4	17
maxima.ee	643	1928	4546	653	1162	715	1310	1716.264445	0	5	17
maximoda.com.ua	643	8350	7313	1588	2050	1791	2199	2448.464328	1437.679961	4	17
maximoda.com.ua	643	7552	8899	1492	1952	1695	2134	2528.16423	11131.35746	5	17
maximum-honda.ru	643	17165	24032	7841	10263	8645	11131	9485.073939	40542.36822	5	17
maximum-suzuki.ru	643	16393	24782	8526	12064	9259	12577	7687.93793	6945.340328	5	17
maximum.fm	643	2320	6866	1400	4244	1562	4596	5543.908223	955.537603	4	17
maximum.ru	643	184363	555680	59733	192133	82753	287315	351186.9179	131883.8057	4	17
maximumpop.co.uk	643	126	233	79	199	88	206	732.0767355	0	6	17
maxisvet.com	643	15160	78166	2726	9127	3318	12556	10515.87341	5164.62971	4	17
maxisvet.com	643	12320	73977	2453	8705	3037	11775	8383.538104	6755.836534	5	17
maxitrip.ru	643	52962	43045	40205	34666	44502	37368	23438.61	156126.0728	4	17
maxitrip.ru	643	55820	58859	42455	46595	46916	50336	31152.8914	161095.4337	5	17
maxmodels.pl	643	12989	46388	665	1572	832	1982	3786.20703	0	5	17
maxmoney.com	643	47	36	30	21	30	21	18.21922598	254.3970083	4	17
maxxroyal.com	643	15499	19039	4414	5202	5122	5825	3984.560122	2745.666169	4	17
maxxroyal.com	643	9565	7112	2751	1938	3082	2176	4983.289929	24710.46313	5	17
mayakovskiy.com	643	51209	151180	8274	18481	9452	20228	10622.03837	8333.825738	5	17
maybank2u.com.my	643	23435	50788	1785	2636	2071	3206	801.0847408	0	4	17
maybe.ru	643	1735909	2763178	54729	94873	134127	170754	118476.7869	79845.8411	4	17
maybe.ru	643	1826373	2729211	54809	109431	136308	184361	122691.4104	72797.62451	5	17
maybelline.co.th	643	937	1271	482	530	495	542	1006.298542	10236.17202	4	17
maybelline.co.th	643	204	196	133	129	138	146	328.1680493	4062.565826	5	17
maybelline.com.ru	643	199895	349260	83435	154039	94043	233843	75902.02073	354069.4545	5	17
maybelline.ua	643	1153	776	674	405	716	417	678.0766795	7365.541278	4	17
maybelline.ua	643	1144	874	597	422	629	449	771.3730145	3214.581351	5	17
maygli-jump.ru	643	6827	6503	2674	1811	2991	2021	2903.336598	8020.863207	5	17
maysalon.ru	643	25366	23469	5374	3736	6271	4238	4079.204227	11609.46234	5	17
maz-rf.ru	643	7176	15163	1712	4493	1885	5033	3699.466037	11879.74818	5	17
mazda-major.ru	643	18921	24057	7052	6849	7720	7317	5880.958186	12541.29982	4	17
mazda-major.ru	643	17851	23586	6577	6681	7181	7113	7660.924182	6295.851977	5	17
mazda-yaroslavl.ru	643	6547	12342	1786	3043	1969	3329	3453.945921	2773.034179	5	17
mazda.co.uk	643	333	956	118	275	126	285	487.1124724	0	5	17
mazda.ru	643	542140	909836	222335	309975	247654	333613	272292.5598	214702.9625	4	17
mazda.ru	643	498377	797018	191437	246983	215613	270245	266936.7986	213760.9737	5	17
mazemobile.com	643	723	8759	366	5357	401	5686	15330.23216	0	5	17
mba.com	643	4202	13695	903	2207	1058	2638	2710.586672	7709.294891	4	17
