ga_learningset.site	ga_learningset.country	ga_learningset.pageviewmobile	ga_learningset.pageviewonline	ga_learningset.uniqmobile	ga_learningset.uniqonline	ga_learningset.visitsmobile	ga_learningset.visitsonline	ga_learningset.est_visits_mobile	ga_learningset.est_visits_desktop	ga_learningset.month	ga_learningset.year
mba.com	643	5003	14722	916	2288	1140	2796	4012.848254	635.1173502	5	17
mbastrategy.ru	643	7681	12561	4174	5742	4699	6752	6976.610843	12595.70292	4	17
mbastrategy.ru	643	7181	12485	4237	5900	4688	6557	6118.820976	9039.455536	5	17
mbastrategy.ua	643	931	1866	376	613	406	663	752.8883987	4601.909678	5	17
mbcplus.com	643	240	382	84	124	96	134	321.9214549	8210.54631	4	17
mbr.co.uk	643	1228	3078	710	1604	779	1724	5693.472908	0	5	17
mc-semya.ru	643	24961	17194	8633	5077	10031	5840	6830.853389	9781.502849	5	17
mc.ru	643	20507	440539	4434	49371	5648	93292	186469.3631	39967.45576	4	17
mc.ru	643	91047	1717559	19298	181403	24886	356523	182931.1578	31755.09592	5	17
mcarthurglen.com	643	47963	38240	13116	9120	15014	10088	8008.772033	0	4	17
mcarthurglen.com	643	36308	36307	10435	8037	11776	8954	6057.273416	33402.60795	5	17
mcbankrus.ru	643	6490	16432	2231	5121	2586	6105	6091.638472	9397.45962	4	17
mcbankrus.ru	643	6706	18664	2337	5400	2780	6398	6619.41761	5078.222776	5	17
mcdaniel.hu	643	63	83	30	42	32	44	45.32474903	6948.283731	4	17
mcdaniel.hu	643	78	165	51	48	57	61	38.30626347	180.8661216	5	17
mcdonalds.ca	643	589	712	202	331	216	336	399.6620386	1454.186022	4	17
mcdonalds.com	643	66	17423	39	2647	39	2813	7660.790808	7972.980548	5	17
mcdonalds.com.br	643	2	5	2	5	2	5	19.358494	1489.942253	4	17
mcdonalds.com.mx	643	48	81	12	23	13	23	23.61235117	71.4181162	5	17
mcdonalds.com.tr	643	366	514	82	148	90	152	20.20123183	2713.92559	4	17
mcdonalds.com.tr	643	878	992	170	182	177	193	203.4555123	339.898971	5	17
mcdonalds.lv	643	483	411	101	85	108	85	224.0856136	11.99554599	5	17
mcdonalds.ua	643	223	233	166	181	169	183	1199.879034	20120.26529	4	17
mcdonalds.ua	643	235	244	165	164	174	168	1006.841879	774.9393473	5	17
mcdonaldsindia.net	643	236	461	78	129	83	140	199.6265778	0	4	17
mcetv.fr	643	420	977	312	566	323	566	259.90334	3978.180981	5	17
mcgill.ca	643	3557	8317	857	2309	1066	2661	18426.44919	31833.91246	5	17
mcgrp.ru	643	1722989	3182838	467432	784189	524935	862207	1397531.094	801850.5548	4	17
mcgrp.ru	643	1897297	3221731	510085	787749	573037	866389	1448759.427	938306.1997	5	17
mclub.com.ua	643	617	1368	502	846	538	898	3387.34947	10745.15605	5	17
mcob.ru	643	1783	7345	1324	3265	1427	3665	2521.906843	32959.83033	4	17
mconsultingprep.com	643	959	3887	131	380	159	501	788.0611592	0	4	17
mcpemaster.com	643	668095	27	476095	27	530111	27	76.92951161	89043.49631	5	17
mcrm.ru	643	42177	43338	11571	13138	13659	15226	11221.19068	23034.18798	4	17
mdbootstrap.com	643	586	18675	182	3284	195	4554	10606.48398	0	4	17
mdbootstrap.com	643	593	18314	183	3601	200	4949	14920.40388	0	5	17
mdclinics.com.ua	643	1813	641	1303	394	1406	444	425.6529236	5220.2215	5	17
mdi.ru	643	3346	8642	2427	5007	2710	5484	8633.943379	11045.74565	4	17
mdi.ru	643	3003	8023	2244	4984	2460	5545	8822.145314	9883.75024	5	17
mdl2.com	643	2209	27971	313	2297	509	4336	2994.537524	22551.14145	4	17
mdl2.com	643	689	12512	120	1244	173	2274	2183.073908	2515.148428	5	17
mdl2.com	643	13	273	5	24	6	42	259.635758	3090.531473	6	17
mdm.de	643	869	6513	379	557	437	738	772.6352867	4662.393541	5	17
mdngroup.com.ua	643	145	471	86	376	87	384	873.5592756	401.6637435	4	17
mdpr.jp	643	1790	1372	570	1046	600	1076	1236.682523	9165.575925	4	17
mdpr.jp	643	1457	1611	651	775	713	806	1449.462629	6569.440059	5	17
mdroid.my	643	6	7	5	7	5	7	107.9857756	2780.344285	5	17
mds-firm.ru	643	5569	20239	2507	8280	2734	9161	8393.715412	2849.453053	5	17
mdsmed.co.il	643	340	441	184	210	205	229	411.4034805	0	5	17
mdtmag.com	643	27	269	11	191	11	214	263.6524791	0	5	17
mdtmag.com	643	50	171	27	155	29	168	242.4591621	0	6	17
meaning-of-names.com	643	1168	2005	356	689	459	877	1975.866482	4709.721289	4	17
meaning-of-names.com	643	1384	1874	346	664	465	833	1360.841144	2765.520792	5	17
meaning-of-names.com	643	1446	2194	336	661	429	867	1146.50468	4415.164298	6	17
meanwell.com	643	342	5390	134	2102	157	2376	5664.603244	8307.000006	4	17
meb-elite.ru	643	48389	57889	8851	12141	9876	13582	10891.82783	7178.136436	5	17
meb-legko.ru	643	11684	19240	3179	4424	3477	4995	5834.134519	8615.798251	4	17
meb-legko.ru	643	10459	17380	2703	3753	2968	4222	4769.376127	2528.369225	5	17
mebbery.ru	643	30696	43348	3386	6312	3981	7227	5902.995328	11838.67203	4	17
mebbery.ru	643	18360	26246	2149	3929	2467	4539	3775.719579	3911.940648	5	17
mebel-dlya-detei.ru	643	9565	8059	5236	3636	5578	3958	3323.650854	2132.09114	4	17
mebel-dlya-detei.ru	643	8417	6524	4759	3222	5041	3471	3799.075506	6107.576928	5	17
mebel-dostavka.com.ua	643	305	498	157	317	163	353	520.0715439	1699.979766	5	17
mebel-dsp-zakaz.ru	643	5620	4762	3063	2767	3487	3233	3148.479092	3183.021942	4	17
mebel-dsp-zakaz.ru	643	5384	4056	2897	2388	3280	2758	2539.271	3061.266036	5	17
mebel-ikea.com.ua	643	1651	2088	608	998	636	1048	1641.683089	1427.276794	4	17
mebel-ikea.com.ua	643	1729	1624	595	858	627	897	1648.228892	6795.662002	5	17
mebel-mebel.com.ua	643	2581	3685	806	1181	845	1224	1365.870497	3626.782571	5	17
mebel-po-karmanu.ru	643	16409	28492	2863	4449	3287	5157	5382.329434	435.300956	4	17
mebel-po-karmanu.ru	643	17339	31038	3043	5349	3515	6166	7046.006912	0	5	17
mebel-top.ru	643	34520	74548	9473	20242	10287	21839	22596.95464	16732.79914	5	17
mebel-urala.ru	643	37726	123070	5918	11786	6796	14510	16047.13305	13079.19797	5	17
mebel.ru	643	259829	412970	77730	114811	89739	136526	106252.3499	89625.52458	4	17
mebel.ru	643	260412	417596	76890	111430	89146	132033	105875.0595	105827.1145	5	17
mebel.ua	643	5172	7125	1759	2782	1859	2892	3678.587507	19592.26865	4	17
mebel.ua	643	4653	6967	1725	2613	1835	2712	3751.866257	3319.212956	5	17
mebel169.ru	643	42800	109287	7188	14337	8616	18125	12857.57887	4916.139341	5	17
mebelboom.com.ua	643	1102	3160	236	643	243	663	820.5890019	3479.625155	4	17
mebelboom.com.ua	643	1073	2247	241	520	251	528	578.7972108	503.6477343	5	17
mebeld63.ru	643	19712	34427	3877	5182	4395	5893	6741.467584	7049.990049	4	17
mebeld63.ru	643	18797	29784	3759	4968	4188	5733	8722.126927	4534.612243	5	17
mebelholl.by	643	434	849	192	375	201	402	487.2283241	4330.991327	4	17
mebelholl.by	643	435	1013	204	377	212	411	516.2658352	2708.423918	5	17
mebelico.ru	643	8998	19220	2325	3842	2702	5107	4640.651844	381.2008197	4	17
mebelico.ru	643	8590	19407	2255	4706	2590	5696	3974.641771	17147.47267	5	17
mebelion.ru	643	275480	583872	95086	143385	100001	188478	178477.9951	122987.2888	4	17
mebelion.ru	643	251330	520433	85880	122414	88436	156823	156590.6868	110217.3182	5	17
mebeliportal.md	643	784	446	176	148	191	151	136.5665158	3156.526264	4	17
mebeliportal.md	643	536	355	138	129	146	131	103.453906	3453.725135	5	17
mebelir.ru	643	9828	19012	2684	4841	2854	5369	4387.094653	7815.348215	4	17
mebelir.ru	643	7653	18724	2214	5214	2381	5666	5554.235899	5265.893955	5	17
mebelist.net	643	245	474	42	104	44	115	132.958723	398.0050155	4	17
mebelok.com	643	12052	19298	5996	9363	6296	9758	12799.56235	9237.43576	4	17
mebelok.com	643	9209	13873	5145	7759	5370	8056	10293.35797	11861.50209	5	17
mebelsbk.ru	643	2222	3471	592	1034	646	1167	1145.178833	433.9339719	5	17
mebeluka.ru	643	37979	57094	10411	14393	11539	15988	14991.66543	4045.932435	4	17
mebelvia.ru	643	2361543	3292255	369851	425082	502555	609414	424013.1524	389609.7061	4	17
mebelvia.ru	643	2985007	3620969	449560	449743	613242	647960	435426.7716	481735.2212	5	17
mebelvito.ru	643	9265	13666	2750	3826	3022	4428	5578.378051	1227.175994	4	17
mebelvito.ru	643	12987	19212	3603	4659	3772	5462	8820.762903	6577.495701	5	17
mebetal.ru	643	6566	21324	2035	5762	2298	6629	7706.313135	9789.535114	4	17
mebexpress.com	643	262	352	118	110	128	114	138.945834	3560.161504	4	17
meblihit.com.ua	643	1100	1892	260	846	284	871	335.068943	3561.281214	4	17
meblihit.com.ua	643	1467	1461	301	665	350	697	731.0677323	3182.605959	5	17
meblis.ua	643	1123	651	231	227	292	238	231.6422659	0	4	17
mebunivermag.ru	643	1331	3088	548	1494	582	1593	2465.363772	11813.10164	5	17
mecuti.vn	643	975	72	752	70	842	70	39.61431595	4741.1852	5	17
med-centr.su	643	15669	12020	3884	2486	4835	2845	3440.345813	10610.77101	5	17
med-info.ru	643	66415	49144	48924	34905	52757	36525	42158.60532	85623.38527	4	17
med-info.ru	643	63207	52530	47475	38737	51163	40475	42042.20898	120398.427	5	17
med-konfitur.ru	643	110964	249190	34845	36714	41615	46354	42230.62234	234335.6295	4	17
med-konfitur.ru	643	29144	111753	8800	14535	10287	18037	45743.42302	92010.26191	5	17
med-magazin.com.ua	643	6498	6620	3210	4010	3363	4128	6408.475324	7473.397485	4	17
med-magazin.com.ua	643	6649	6821	3391	3934	3576	4087	6213.206809	10133.79314	5	17
med-na-dom.com	643	11218	5227	8128	3939	8638	4109	5301.792869	19467.12858	4	17
med-na-dom.com	643	10260	4802	7471	3649	7924	3808	5005.818784	18627.59423	5	17
med-nature.com.ua	643	650	668	193	171	212	177	203.7280958	3709.885791	4	17
med-post.ru	643	6399	9821	2671	2595	2887	2905	3608.2834	12874.24526	4	17
med-post.ru	643	6917	9062	2807	2946	3004	3173	3322.890239	11174.5488	5	17
med-rf.ru	643	91893	100978	39382	24702	45898	28760	24675.37179	50773.85432	4	17
med-rf.ru	643	85525	93788	36370	23127	42272	26698	22746.5244	60943.62932	5	17
med-test.in.ua	643	2815	2384	1186	718	1322	854	703.8906959	6573.517462	5	17
medaboutme.ru	643	428028	359822	251161	223592	270847	240647	231165.708	462501.0944	4	17
medaboutme.ru	643	464068	352780	283767	236229	304196	253422	252414.5335	437966.6624	5	17
medalvian.ru	643	5088	8838	2847	3640	3103	4100	3367.905735	5039.278558	5	17
medbrat.in.ua	643	194	196	107	131	112	137	184.7010429	3595.439748	4	17
medbrowse.com.ua	643	39393	37467	25923	26101	27602	26988	22871.19526	58394.12878	4	17
medbrowse.com.ua	643	37331	34763	24460	24585	25939	25222	21333.55319	75549.20591	5	17
medcampus.ru	643	103534	69013	32978	16860	36723	19127	44477.76119	162518.962	4	17
medcampus.ru	643	93999	63053	30055	15567	33228	17700	42654.57092	156397.3538	5	17
medcomp.ru	643	30640	319672	11384	55661	12728	78442	39393.05374	42350.60187	4	17
medcomp.ru	643	30550	328505	10830	56193	12201	78536	41831.87684	12633.38183	5	17
meddoc.com.ua	643	5690	8052	4625	6389	4932	6791	8026.787391	16176.92545	4	17
meddoc.com.ua	643	5813	8423	4522	6210	4883	6601	8827.079423	18109.88827	5	17
medela.ru	643	37338	15001	17210	5162	19078	5723	8533.824486	49901.89409	4	17
medela.ru	643	35780	14335	16029	4867	17812	5404	7036.316529	37103.10837	5	17
medeqstars.ru	643	11932	26337	5627	9444	6178	10414	9332.395986	9561.463929	5	17
mederia.ru	643	4213	12714	1424	2973	1683	3709	3759.749183	2507.435575	4	17
medexinter.ru	643	6622	21225	3813	7585	4163	9127	5549.365273	3697.19391	4	17
medexinter.ru	643	6221	18067	3685	7315	3995	8564	5748.059889	11771.1805	5	17
medgadgets.ru	643	181462	203545	93962	82927	111436	105389	185887.0868	113464.577	4	17
medgadgets.ru	643	204574	190397	111170	80338	132620	101484	178121.8985	163001.6589	5	17
medi.ru	643	2924229	1075971	2282361	791527	2524472	850118	851935.2245	3293598.648	4	17
medi.ru	643	2747881	1007250	2156791	753419	2387141	814349	857062.2468	3271880.26	5	17
medi1tv.com	643	7084	1573	3828	847	5379	1034	486.9125821	2703.77745	4	17
medi1tv.com	643	2560	958	1368	485	1814	532	224.8692543	4977.793394	5	17
media-gifhy.com	643	245	99	211	70	216	75	58.32342972	1429.077005	4	17
media-gifhy.com	643	181	61	165	41	168	44	95.58248968	2887.571237	5	17
mediafactory.jp	643	36	161	7	50	8	52	390.415224	0	5	17
mediagid.am	643	383	305	264	246	281	246	123.0392859	0	4	17
mediakritika.by	643	2718	4363	2211	3513	2357	3742	9022.821931	11141.40789	4	17
mediakritika.by	643	2867	4300	2346	3408	2496	3652	9018.311618	8627.254223	5	17
mediamag.am	643	61594	20907	26870	6058	32795	7514	4110.635068	71223.18212	4	17
mediamag.am	643	72609	26259	32685	7892	39868	10876	6065.237357	49247.03921	5	17
mediamall.am	643	27209	9464	12221	2922	15842	4003	2758.023296	21972.58568	4	17
mediamall.ge	643	22345	10858	8698	3417	11833	5024	7405.631623	412439.1231	4	17
mediamarkt.be	643	210	1955	68	815	71	852	745.6652172	0	4	17
mediamarkt.com.tr	643	2398	3680	927	2526	1042	2600	767.9096796	7630.270461	5	17
mediamarkt.de	643	18777	29119	5024	8999	5263	9648	18392.56279	7021.841323	4	17
mediamarkt.nl	643	2178	4447	654	1475	698	1567	1432.744248	6435.004096	4	17
mediamax.am	643	16168	13752	12692	11414	13439	11930	5084.939159	16848.19033	4	17
mediamax.am	643	7218	8073	5387	6453	5741	6771	2563.092881	9802.583811	5	17
mediaport.ua	643	3175	30365	2649	29467	2762	29556	7016.687362	15387.05156	5	17
mediashop24.ru	643	68994	109126	6040	8673	7016	10689	19363.77632	4424.250757	4	17
mediashop24.ru	643	49907	81298	4625	6705	5393	8267	15674.90192	21793.34304	5	17
mediastealer.com	643	4449	30692	4258	29282	4275	29352	812.4502179	4496.419875	5	17
mediastinger.com	643	680	3140	340	1235	438	1604	5405.06149	8661.813596	5	17
mediastinger.com	643	335	683	205	478	256	525	1278.316722	866.6147876	6	17
mediatoolbox.ru	643	3665	8140	2803	5136	3059	5799	11051.49127	13126.57432	4	17
mediatoolbox.ru	643	3341	7318	2534	4846	2787	5479	10910.85334	7761.862294	5	17
mediavektor.org	643	225	5691	163	4870	167	4958	2671.964731	4938.703063	4	17
mediavektor.org	643	227	6038	154	5434	159	5507	3066.023661	1962.358419	5	17
medibor.com	643	261	280	140	105	145	113	65.24802083	2563.947147	4	17
medibor.com	643	323	133	171	94	188	97	107.2837306	6832.319863	5	17
medical-cg.ru	643	13303	8774	4359	2407	4966	2836	3118.516622	5806.364386	5	17
medicaldaily.com	643	3622	3539	2861	2985	3110	3204	5940.513359	17800.46054	4	17
medicaldaily.com	643	3379	4026	2896	3145	3103	3411	7272.088395	4151.132181	5	17
medicalnewstoday.com	643	11613	16983	7448	10101	8226	11099	11874.35412	35735.79894	4	17
medicalnewstoday.com	643	10008	16233	6625	10120	7240	11063	12181.81252	17960.8647	5	17
medicalnewstoday.com	643	8530	15070	6085	9882	6605	10814	11340.45714	23533.74934	6	17
medicalspaskincare.com	643	24	28	11	13	11	13	17.69644304	0	5	17
medicalxpress.com	643	2463	9160	1538	3704	1794	4633	6664.945442	29470.04594	4	17
medicalxpress.com	643	2855	8859	1884	3668	2128	4545	7076.229425	11556.69907	5	17
medicalxpress.com	643	2800	9161	1967	3690	2207	4729	8364.25893	14511.42378	6	17
medici-clinic.ru	643	28869	23872	9062	5148	10009	5972	5567.149399	14672.42535	5	17
medicina.ru	643	96785	143889	21234	23057	27420	31764	23874.48507	20543.20146	4	17
medicina.ru	643	85749	134341	19563	21971	24792	29921	26952.3364	54566.2206	5	17
medicina.ua	643	51950	21887	32380	13876	34322	14271	18822.93617	78810.6534	4	17
medicina.ua	643	55852	22875	35255	14629	37452	15149	22255.89225	131240.7135	5	17
medictime.ru	643	1138	4287	712	2859	738	2944	4536.44865	14015.98759	4	17
medictime.ru	643	1109	4281	702	2820	734	2903	4830.75946	14674.7178	5	17
medievalchronicles.com	643	47	173	35	120	36	125	339.6583159	1671.187983	5	17
medigo.com	643	4967	5280	2615	2442	2739	2579	2688.218757	6279.133886	4	17
medigo.com	643	5729	6056	2779	2593	2933	2786	2815.602792	6835.941668	5	17
medikalakademi.com.tr	643	1625	687	1203	530	1282	535	103.8758533	14282.67891	4	17
medikalakademi.com.tr	643	1561	702	1232	629	1317	641	97.9561379	8369.429071	5	17
medindia.net	643	1716	2899	917	1783	1079	1980	1714.980188	4157.204597	4	17
medindia.net	643	1601	3133	877	1800	1053	2011	1449.180572	15811.24068	6	17
medinfa.ru	643	37606	24974	32074	20445	33977	21200	24164.57614	64353.72324	4	17
medinfa.ru	643	33550	22315	28356	18311	30218	19037	22526.88733	44987.69488	5	17
medinkur.ru	643	4381	3546	2750	1541	2934	1639	2092.489703	12962.52783	4	17
medissa.ru	643	5796	2398	1150	415	1300	450	610.0061598	3528.641195	5	17
medissa.ua	643	238	216	138	127	138	135	230.1949429	0	5	17
medizone.ru	643	6218	2735	5483	2510	5733	2567	3020.453178	16848.65767	4	17
medizone.ru	643	5438	2331	4816	2131	5034	2184	2347.903604	28891.5607	5	17
medknigaservis.ru	643	63635	139283	21208	26397	25342	32885	39759.1194	82802.6927	4	17
medknigaservis.ru	643	54935	131551	19581	26686	22925	33035	40870.57652	46280.19734	5	17
medkras.com	643	9822	14495	3650	3802	4048	4293	2772.860605	2829.788315	4	17
medkras.com	643	9600	15302	3559	3723	3972	4213	2235.728353	3921.961902	5	17
medlab-tambov.ru	643	43693	40790	6404	5450	7740	6363	7113.244912	11198.81714	4	17
medlab-tambov.ru	643	46488	42997	6761	5723	8161	6593	6609.427074	16469.47489	5	17
medlib.am	643	7	7322	7	7316	7	7316	1307.339258	957.2895517	5	17
medlib.net	643	32299	34089	27910	30558	29117	31232	33414.57474	60333.00113	5	17
medlicker.com	643	203	389	169	375	174	381	111.8824106	3594.09122	4	17
medlicker.com	643	146	346	135	327	140	335	133.9089422	153.2176105	5	17
medlife.perm.ru	643	25470	26493	9656	8215	11073	9101	8201.511145	11284.76202	4	17
medlife.perm.ru	643	25296	26892	9693	8580	11133	9542	9254.790839	24262.81907	5	17
medlife.pro	643	131	183	89	151	89	151	108.9657589	0	4	17
medlinks.ru	643	193159	206370	137285	136067	144356	143618	290702.9021	249126.5359	4	17
medlinks.ru	643	172969	175792	120762	114977	127297	121688	223554.2954	267014.3433	5	17
medoblako.ru	643	55282	67508	40250	36626	42787	38895	39454.32891	47737.31088	4	17
medoblako.ru	643	53077	62592	38787	34758	41217	36750	39490.7582	62174.86555	5	17
medokno.com	643	7852	7393	6203	6260	6458	6526	7721.538594	18300.53218	4	17
medokno.com	643	7557	6396	6166	5577	6437	5694	6727.539961	14459.77669	5	17
medongroup-spb.ru	643	56454	59943	20134	20870	23048	22546	18335.16782	42617.17317	4	17
medongroup-spb.ru	643	58007	55743	20998	20525	24232	22043	17261.06845	26789.64497	5	17
medplastic.by	643	674	552	412	324	432	341	452.5474312	2781.696259	4	17
medplastic.by	643	634	479	419	305	444	315	399.0111748	1025.245902	5	17
medpodium.ru	643	108790	91646	10672	6849	12771	8023	6916.044073	12846.07491	4	17
medpodium.ru	643	89370	70846	8990	5775	10703	6741	5024.035795	16356.82403	5	17
medportal.ru	643	2087833	623853	1535870	475816	1721755	501797	515702.2738	3713065.834	5	17
medpred.info	643	5082	7245	2276	4162	2549	4564	5311.113222	2871.65737	4	17
medpribors.ru	643	9085	12951	5252	7422	5668	7866	10593.85752	706.1204178	4	17
medpribors.ru	643	8126	11416	4618	6564	4953	6940	10496.74801	25654.21752	5	17
medprofi39.ru	643	13508	11668	4951	3120	5541	3483	3831.119338	628.6753196	4	17
medprofi39.ru	643	12774	10366	4610	2899	5179	3260	2305.71773	0	5	17
medprosvita.com.ua	643	4718	3850	4043	3217	4252	3411	6551.448854	3948.568796	4	17
medprosvita.com.ua	643	6341	4452	5400	3651	5694	3902	8372.586492	8770.13475	5	17
meds.ru	643	44464	41210	25356	22932	27227	24150	21823.14438	27414.32279	5	17
medshvetsmarka.com.ua	643	571	434	166	118	187	127	202.6409221	4022.992781	5	17
medsklad.com.ua	643	882	1511	450	857	488	908	1406.020121	4194.487004	5	17
medsnab.ru	643	4126	15153	1945	6454	2061	7254	5862.936335	18136.12711	4	17
medsnab.ru	643	3476	14771	1734	6255	1858	7013	5145.404373	7717.77823	5	17
medstrana.com	643	6809	7208	5473	5817	5897	6169	9170.0059	20783.81395	4	17
medstrana.com	643	7106	7595	5777	5974	6227	6367	10475.71708	18736.76821	5	17
medtechnika.com.ua	643	1621	2149	855	1320	904	1381	1435.952196	5463.863592	4	17
medtechnika.com.ua	643	1337	2102	779	1264	833	1305	1257.975549	363.1937911	5	17
medteh-murm.ru	643	29341	30908	4898	5415	5795	6569	5341.191058	14389.30866	4	17
medteh-murm.ru	643	29950	28175	6086	5070	7158	6160	6051.610514	14898.54757	5	17
medtehno.ru	643	491661	599663	73188	83538	82188	95769	108493.261	124878.8326	5	17
meduza.io	643	1.78E+07	1.87E+07	6639258	4479597	9158271	7608255	1.27E+07	7328819.312	5	17
meduzzatour.ru	643	6492	10936	2185	2118	2681	2810	2537.127195	3554.766218	4	17
meduzzatour.ru	643	10725	18222	3248	3004	4039	3929	3487.146946	6322.6833	5	17
medved-akkum.ru	643	10984	38221	2495	9050	2840	9663	4197.858341	9669.323685	5	17
medved-knife.ru	643	162839	848565	15263	98389	17425	110720	113151.8614	32690.3222	4	17
medved-knife.ru	643	133315	664439	12207	73175	13995	83291	92981.86015	30957.21419	5	17
medved-tradein.ru	643	23778	66888	6843	15385	8021	18279	11170.07481	19625.26296	4	17
medved-tradein.ru	643	25545	72589	7579	20423	8982	22962	8872.559399	7745.021191	5	17
medvedshop.ru	643	27213	30353	5801	7879	6547	8680	9794.855733	4881.281362	5	17
medvejonok-nk.ru	643	3120	14696	1962	8216	2136	8731	6671.255315	3406.541297	4	17
medvejonok-nk.ru	643	5033	14347	2159	7652	2409	8225	7601.330107	37243.04746	5	17
medvestnik.ru	643	249178	557218	77025	80822	86630	100756	86766.21224	73461.13629	4	17
