ga_analysis.dt	ga_analysis.site	ga_analysis.country	ga_analysis.pageviewmobile	ga_analysis.pageviewonline	ga_analysis.uniqmobile	ga_analysis.uniqonline	ga_analysis.visitsmobile	ga_analysis.visitsonline	ga_analysis.source	ga_analysis.weight	ga_analysis.year	ga_analysis.month	ga_analysis.panel_mobile_raw_visits	ga_analysis.panel_mobile_est_visits	ga_analysis.panel_desktop_raw_visits	ga_analysis.panel_desktop_est_visits
201702	montblanc.com	208	6911.0	6841.0	1239.0	1264.0	1416.0	1393.0	ga	0.3	17	2	0.0	0.0	7.0	1205.6332454246485
201704	nudez.com	208	56722.0	84515.0	32507.0	35229.0	37779.0	40973.0	ga	0.3	17	4	2.0	104995.93899540146	172.19999999999996	29970.355981209766
201705	someecards.com	208	42628.0	8827.0	25650.0	5575.0	32163.0	6517.0	qc	0.5	17	5	1.0	35013.26718738529	72.4857142857143	11475.545467879529
201702	stronglifts.com	208	3464.0	3377.0	2106.0	1793.0	2501.0	2080.0	ga	0.3	17	2	1.0	43311.488366943566	44.2	6879.841611544472
201702	travelfree.info	208	1779.0	3084.0	1036.0	953.0	1204.0	1274.0	ga	0.3	17	2	1.0	30432.242068509957	5.0	797.939648080429
201702	uber.com	208	280968.0	51934.0	63104.0	15378.0	120301.0	16562.0	ga	0.3	17	2	5.0	111787.90065913563	101.19999999999999	15617.750448389748
201703	6arbyat.com	208	4080.0	1279.0	1114.0	241.0	1222.0	251.0	ga	0.3	17	3	1.0	45513.07281864251	3.0	383.5614493889566
201702	9to5mac.com	208	81600.0	84325.0	26284.0	26149.0	35268.0	32200.0	ga	0.3	17	2	0.0	0.0	390.59999999999997	46226.5710953723
201705	audioshark.org	208	400.0	1759.0	112.0	313.0	126.0	427.0	ga	0.3	17	5	0.0	0.0	2.0	286.6851125838642
201702	babyartikel.de	208	8215.0	4251.0	737.0	264.0	1017.0	364.0	ga	0.3	17	2	1.0	41136.61217584264	1.0	157.2302771516941
201702	billboard.com	208	254000.0	292952.0	49189.0	36235.0	56166.0	39462.0	ga	0.3	17	2	6.0	178764.35765806277	431.3714285714285	58009.21108091419
201704	boohoo.com	208	1005661.0	1590999.0	77063.0	77701.0	100572.0	103054.0	ga	0.3	17	4	2.0	299754.1604391491	91.0	14178.447155179461
201701	bullguard.com	208	46018.0	115888.0	32065.0	79479.0	44891.0	112656.0	ga	0.3	17	1	10.0	103489.39634333682	127.88571428571429	17285.103342576305
201703	cheating69.dk	208	18636.0	19797.0	1417.0	1363.0	2469.0	2060.0	ga	0.3	17	3	3.0	78907.45095845862	1.0	124.40283776315677
201704	clixsense.com	208	11438.0	115449.0	673.0	4671.0	1184.0	11170.0	qc	0.5	17	4	0.0	0.0	47.5	7353.7784072628365
201702	dachix.com	208	34.0	1195.0	7.0	614.0	7.0	626.0	ga	0.3	17	2	1.0	40234.971569308924	6.0	1099.2748152203544
201704	deathandtaxesmag.com	208	1196.0	971.0	990.0	874.0	1081.0	913.0	qc	0.5	17	4	0.0	0.0	18.0	2649.9229313246124
201701	diydrones.com	208	946.0	2829.0	504.0	1367.0	566.0	1656.0	ga	0.3	17	1	0.0	0.0	20.400000000000002	2346.786780318244
201704	flightaware.com	208	40774.0	110998.0	10959.0	10711.0	15622.0	13786.0	qc	0.5	17	4	0.0	113000.01012787945	87.88571428571427	14244.764676550361
201705	flixbus.dk	208	382048.0	473641.0	110575.0	88036.0	140484.0	112908.0	ga	0.3	17	5	5.0	151370.72226485753	370.59999999999997	60802.63013484996
201703	flyertalk.com	208	24102.0	30274.0	5732.0	6627.0	7218.0	8148.0	ga	0.3	17	3	1.0	57988.36536309155	38.6	6238.8571232986005
201701	gadventures.com	208	15714.0	28777.0	3047.0	4609.0	3790.0	5844.0	ga	0.3	17	1	1.0	22017.322150628795	19.0	2411.4287353434543
201704	goodreads.com	208	283589.0	603235.0	81762.0	110489.0	96907.0	133510.0	qc	0.5	17	4	7.0	303646.4995819919	1252.4519480519477	214938.98219201135
201704	k-ruoka.fi	208	815.0	4101.0	452.0	1342.0	547.0	1503.0	ga	0.3	17	4	0.0	0.0	5.800000000000001	1066.9986933750727
201702	kaymu.pk	208	2759.0	1573.0	411.0	190.0	482.0	213.0	ga	0.3	17	2	1.0	12147.144149143334	3.0	511.8134104880438
201705	lektuvubilietai.lt	208	3322.0	1619.0	551.0	276.0	817.0	346.0	ga	0.3	17	5	1.0	73988.30702636567	4.0	674.5805280806171
201702	mcarthurglen.com	208	85331.0	47317.0	21831.0	8811.0	25169.0	9484.0	ga	0.3	17	2	0.0	13278.878298966109	32.915018315018315	5185.9370095648965
201704	minube.com	208	3376.0	2274.0	1229.0	869.0	1316.0	946.0	ga	0.3	17	4	0.0	0.0	4.0	724.2234635312016
201701	montane.co.uk	208	3816.0	4497.0	667.0	676.0	803.0	801.0	ga	0.3	17	1	0.0	0.0	9.0	1212.3992287377637
201701	ohme.pl	208	1141.0	285.0	319.0	61.0	370.0	84.0	ga	0.3	17	1	0.0	0.0	1.0	92.85622906260409
201705	retikul.hu	208	369.0	331.0	101.0	60.0	125.0	72.0	qc	0.5	17	5	4.0	74649.68505504119	1.0	191.77112588988206
201703	salahtimes.com	208	3953.0	1036.0	2633.0	710.0	3358.0	855.0	ga	0.3	17	3	0.0	9898.954983472326	5.6	1276.4793096252452
201704	spacenews.com	208	1813.0	1709.0	787.0	688.0	1236.0	1133.0	qc	0.5	17	4	0.0	0.0	10.0	1682.1369364884245
201704	superuser.com	208	12149.0	133885.0	9489.0	100589.0	10482.0	109863.0	qc	0.5	17	4	3.0	127422.19329669463	1501.2415917415913	214963.3151062756
201705	swedbank.lt	208	6057.0	10422.0	2891.0	6380.0	3373.0	7465.0	ga	0.3	17	5	0.0	0.0	21.2	2754.3477606805804
201701	thrillist.com	208	26735.0	17584.0	19830.0	11741.0	21750.0	12343.0	ga	0.3	17	1	2.0	96291.01074539937	149.48571428571427	19982.875143265363
201701	bloodyelbow.com	208	15638.0	10446.0	4970.0	3677.0	7597.0	5417.0	qc	0.5	17	1	0.0	0.0	114.99999999999999	16048.0950271149
201704	bulls.de	208	1134.0	935.0	194.0	142.0	219.0	161.0	ga	0.3	17	4	0.0	0.0	1.0	132.05179462696947
201703	cameraboys.com	208	36772.0	44706.0	12838.0	20062.0	13962.0	20777.0	ga	0.3	17	3	3.0	47150.110646950074	55.6	9762.187049312251
201703	catawiki.com	208	29885.0	96322.0	5383.0	10958.0	7180.0	14505.0	ga	0.3	17	3	1.0	38175.33704506745	29.485714285714288	5105.98802404452
201704	claires.co.uk	208	8876.0	9506.0	811.0	1005.0	956.0	1114.0	ga	0.3	17	4	1.0	65137.94993324113	4.6	883.7875473242541
201704	crackberry.com	208	1304.0	1805.0	748.0	839.0	821.0	937.0	qc	0.5	17	4	1.0	192438.67735957363	9.6	1350.9083051731814
201703	daisuki.net	208	2028.0	10704.0	551.0	2190.0	794.0	3458.0	ga	0.3	17	3	1.0	58193.920549173934	58.75714285714286	9084.223671705531
201702	express.de	208	12064.0	9506.0	4700.0	3230.0	6123.0	4148.0	ga	0.3	17	2	0.0	0.0	6.0	968.981737628046
201701	ibtimes.co.in	208	5068.0	3066.0	4191.0	2593.0	4401.0	2694.0	ga	0.3	17	1	0.0	1418.0521332603294	26.0	3454.250793975929
201701	iflscience.com	208	492547.0	186927.0	290858.0	114948.0	338880.0	132540.0	ga	0.3	17	1	7.0	446484.0853699865	2036.8285714285712	249800.8438043783
201705	innerfidelity.com	208	1219.0	1888.0	530.0	739.0	608.0	828.0	ga	0.3	17	5	0.0	0.0	15.799999999999999	2157.7889222831554
201703	kommersant.ru	208	6538.0	4726.0	2585.0	2310.0	3300.0	3408.0	ga	0.3	17	3	2.0	82546.68606046602	30.6	4791.715086203834
201703	markt.de	208	38867.0	22653.0	4034.0	3278.0	4764.0	3521.0	ga	0.3	17	3	0.0	0.0	8.0	1258.250551207185
201705	moviepilot.de	208	7248.0	6292.0	3590.0	2560.0	4040.0	3049.0	ga	0.3	17	5	2.0	115796.31748458723	30.0	5007.680351759725
201701	naturallycurly.com	208	3397.0	3415.0	1875.0	1381.0	2331.0	1767.0	qc	0.5	17	1	0.0	3114.2763034277878	13.0	1758.483661039891
201705	nesn.com	208	5885.0	4121.0	3080.0	2211.0	4167.0	2918.0	qc	0.5	17	5	0.0	0.0	29.200000000000003	4521.169824552056
201705	nola.com	208	3373.0	4071.0	1863.0	2445.0	2218.0	2814.0	qc	0.5	17	5	0.0	0.0	25.0	3907.344549076641
201702	public.gr	208	17.0	1601.0	15.0	282.0	15.0	319.0	ga	0.3	17	2	0.0	9514.212660065554	5.0	726.4263366875525
201704	reyada.com	208	12773.0	1197.0	5157.0	495.0	9072.0	819.0	ga	0.3	17	4	13.0	1132184.3331874355	16.485714285714288	2419.2507798231168
201704	shopify.co.uk	208	34.0	119.0	34.0	119.0	34.0	119.0	ga	0.3	17	4	3.0	176034.96835339753	2.0	250.3028827611932
201702	thoughtcatalog.com	208	60591.0	42447.0	33219.0	19275.0	36345.0	20656.0	qc	0.5	17	2	0.0	0.0	237.2	36332.11499584775
201701	truthfinder.com	208	3717.0	4056.0	1473.0	1456.0	1716.0	1664.0	ga	0.3	17	1	3.0	68079.73692121365	10.6	1448.7709542538373
201702	wawalove.pl	208	2118.0	2650.0	1660.0	2031.0	1771.0	2197.0	ga	0.3	17	2	0.0	0.0	5.0	864.6170281759263
201701	webpagetest.org	208	417.0	7077.0	139.0	1339.0	151.0	1700.0	ga	0.3	17	1	1.0	38976.10061168669	24.200000000000003	2928.7828864509866
201702	wittybunny.com	208	43985.0	12795.0	7308.0	1702.0	8002.0	1741.0	ga	0.3	17	2	2.0	43567.47388339878	17.0	2960.802394287521
201703	worldsbk.com	208	5719.0	9089.0	1669.0	1935.0	2141.0	2567.0	ga	0.3	17	3	1.0	17412.4728494737	4.0	1017.2464017461158
201705	autosport.com	208	126161.0	104527.0	42904.0	29452.0	59275.0	40849.0	ga	0.3	17	5	12.0	242220.66409364122	230.2449217449217	34594.024022215475
201704	axs.com	208	7033.0	6941.0	4758.0	4116.0	5224.0	4594.0	qc	0.5	17	4	1.0	46719.97886266019	25.0	3771.159659697341
201705	bialyjack.pl	208	34.0	27.0	30.0	16.0	32.0	16.0	ga	0.3	17	5	0.0	9758.163749322704	1.0	158.70673560874744
201701	birdlife.org	208	165.0	186.0	140.0	79.0	145.0	83.0	ga	0.3	17	1	0.0	0.0	1.0	123.0770469917297
201703	deviantart.com	208	654244.0	2561381.0	105019.0	190628.0	166668.0	373417.0	qc	0.5	17	3	3.0	282364.16311989905	2344.7067432567437	361550.9275954783
201705	dzienniklodzki.pl	208	1409.0	4924.0	676.0	1301.0	719.0	1539.0	ga	0.3	17	5	0.0	52915.69141469016	1.0	151.33539588537536
201703	etonline.com	208	43351.0	15747.0	14105.0	6324.0	15256.0	6545.0	ga	0.3	17	3	1.0	108295.12732631141	70.6	10284.709500957733
201703	fdm.dk	208	983020.0	1162872.0	511056.0	407645.0	559253.0	451904.0	ga	0.3	17	3	38.0	818211.1170240437	1345.6857142857143	227273.56306672323
201705	fuckfinder18.com	208	146340.0	95996.0	134611.0	73096.0	141545.0	80909.0	ga	0.3	17	5	6.0	295744.18791062065	335.20000000000005	63671.67078650255
201705	gfycat.com	208	280808.0	1264082.0	92449.0	305441.0	115624.0	417940.0	qc	0.5	17	5	45.0	885964.591594648	6943.231635031634	755646.3842924256
201703	glamsham.com	208	813.0	2757.0	556.0	391.0	625.0	418.0	ga	0.3	17	3	1.0	26845.2663968172	1.0	116.595187302158
201701	greatbritishchefs.com	208	3168.0	3316.0	1401.0	911.0	1584.0	1045.0	ga	0.3	17	1	0.0	0.0	3.0	387.19001806188385
201705	hilsenmig.dk	208	76593.0	36634.0	55922.0	25068.0	61565.0	26145.0	ga	0.3	17	5	0.0	10996.382354578305	74.0	12032.759359631063
201703	kickz.com	208	34247.0	49552.0	4562.0	5284.0	5373.0	6159.0	ga	0.3	17	3	0.0	0.0	27.6	4761.939379069522
201703	lebara.de	208	873.0	1461.0	217.0	256.0	247.0	263.0	ga	0.3	17	3	0.0	0.0	3.6	555.124775269562
201702	merriam-webster.com	208	52383.0	158478.0	35813.0	90299.0	38742.0	98211.0	qc	0.5	17	2	6.0	160574.51841853783	913.657142857143	126835.08049623884
201705	mouser.com	208	1699.0	18033.0	937.0	6344.0	974.0	7261.0	ga	0.3	17	5	0.0	0.0	67.88571428571429	10892.423323164483
201701	n11.com	208	6479.0	9871.0	1818.0	1858.0	2002.0	2225.0	ga	0.3	17	1	1.0	15583.64665890663	5.885714285714286	1018.5528548622149
201705	nofilmschool.com	208	10491.0	16198.0	6876.0	8696.0	8451.0	11052.0	qc	0.5	17	5	1.0	46991.43013106281	120.39999999999999	18972.130668033686
201705	novasol.com	208	65964.0	104928.0	24309.0	26439.0	28700.0	32783.0	ga	0.3	17	5	0.0	31750.90459432839	2.0	294.3988718711684
201704	pastemagazine.com	208	14715.0	16584.0	11207.0	10630.0	11841.0	10949.0	qc	0.5	17	4	0.0	0.0	171.6	28264.756312110592
201704	pasveik.lt	208	2477.0	1373.0	1760.0	764.0	2111.0	988.0	ga	0.3	17	4	0.0	0.0	5.6	1041.0482502250875
201705	pdc.tv	208	6642.0	12577.0	1042.0	1570.0	1619.0	2814.0	ga	0.3	17	5	0.0	0.0	9.0	1402.4809240664008
201704	pornjam.com	208	42949.0	37021.0	13606.0	10135.0	14197.0	10757.0	ga	0.3	17	4	0.0	20825.984559618606	93.97142857142855	16510.71944400263
201703	slutroulette.com	208	7245.0	9153.0	5632.0	7278.0	5783.0	7631.0	ga	0.3	17	3	0.0	0.0	51.0	8583.629332577075
201703	spieletipps.de	208	3290.0	1518.0	1290.0	784.0	1634.0	860.0	ga	0.3	17	3	2.0	100694.37120369427	3.0	601.7611874016694
201701	targus.com	208	406.0	955.0	211.0	404.0	226.0	423.0	ga	0.3	17	1	0.0	0.0	13.0	1579.5972207670345
201701	temptalia.com	208	9689.0	8777.0	3758.0	2493.0	4646.0	3026.0	qc	0.5	17	1	0.0	39946.88974981625	18.0	2068.5098823095104
201703	thonky.com	208	1980.0	3189.0	898.0	1097.0	1248.0	1846.0	qc	0.5	17	3	0.0	5198.457641637573	39.76666666666667	6210.070410595646
201704	voga.com	208	9395.0	12364.0	1682.0	1796.0	1898.0	2030.0	ga	0.3	17	4	0.0	28095.082169718713	18.0	3337.899458426852
201703	worldofbuzz.com	208	159.0	118.0	125.0	87.0	133.0	90.0	qc	0.5	17	3	0.0	0.0	3.0	369.4824338533609
201701	airbnb.dk	208	1037441.0	2622447.0	291325.0	319125.0	356350.0	436025.0	ga	0.3	17	1	20.0	317802.1438213395	1380.290476190476	202213.9352838538
201705	autotrader.co.uk	208	73840.0	441405.0	4295.0	6488.0	5166.0	7813.0	ga	0.3	17	5	0.0	0.0	29.485714285714284	4410.546463210133
201705	backstage.com	208	2271.0	4700.0	1271.0	1079.0	1339.0	1171.0	ga	0.3	17	5	0.0	5146.631436204391	4.0	474.0713864732276
201704	empireonline.com	208	12891.0	11082.0	7289.0	5335.0	8270.0	5970.0	ga	0.3	17	4	1.0	67406.2832635391	132.38571428571427	24496.869374114234
201701	express.pk	208	14477.0	23674.0	7017.0	3573.0	9868.0	6546.0	ga	0.3	17	1	4.0	211366.74138114427	45.27142857142857	6202.740824992048
201705	fantasti.cc	208	132468.0	164079.0	44419.0	55224.0	51482.0	64364.0	ga	0.3	17	5	4.0	67708.69032885872	223.88571428571424	37028.59992401193
201701	fitseven.ru	208	235.0	94.0	156.0	78.0	165.0	80.0	ga	0.3	17	1	0.0	0.0	2.0	237.39182808645393
201704	hurriyet.com.tr	208	987405.0	337393.0	88445.0	28867.0	123454.0	46476.0	ga	0.3	17	4	7.0	187724.06520858285	142.77619047619046	24853.698441440392
201705	immonet.de	208	34336.0	49590.0	5635.0	4689.0	6779.0	6019.0	ga	0.3	17	5	0.0	31290.094393919408	7.6	1260.9570575720006
201705	islammemo.cc	208	121.0	283.0	85.0	70.0	93.0	76.0	ga	0.3	17	5	1.0	76916.7455182545	1.0	174.0427824288456
201702	leroymerlin.pl	208	10861.0	21506.0	2189.0	3337.0	2676.0	4013.0	ga	0.3	17	2	0.0	0.0	10.285714285714285	1658.3820312418234
201702	listal.com	208	27762.0	71320.0	7143.0	5944.0	7646.0	7751.0	qc	0.5	17	2	1.0	45196.858747185695	197.01255411255414	26336.41463900401
201702	lorealparisusa.com	208	1828.0	2115.0	1022.0	799.0	1079.0	850.0	ga	0.3	17	2	0.0	9689.312284473208	5.0	700.297762891507
201703	momondo.de	208	4928.0	17207.0	1806.0	5024.0	2081.0	6384.0	ga	0.3	17	3	0.0	0.0	28.585714285714285	4731.658832215318
201704	mytuner-radio.com	208	646.0	5887.0	340.0	1540.0	374.0	1865.0	ga	0.3	17	4	1.0	114593.79664848142	1.6	183.5938962726105
201702	napapijri.com	208	5353.0	5890.0	1279.0	1059.0	1645.0	1258.0	ga	0.3	17	2	0.0	11326.86326246069	11.0	1799.6758334670099
201702	neonnettle.com	208	5517.0	3716.0	3612.0	1861.0	3854.0	2067.0	ga	0.3	17	2	0.0	0.0	19.0	3460.9713182989703
201701	nytimes.com	208	582136.0	630692.0	369599.0	306175.0	430535.0	385944.0	ga	0.3	17	1	12.0	341944.23377291823	3263.764368964369	525321.554691342
201705	pazaruvaj.com	208	791.0	1039.0	304.0	235.0	352.0	235.0	ga	0.3	17	5	1.0	46391.92981400165	12.799999999999999	2001.871435807612
201705	shopwahl.de	208	400.0	432.0	249.0	294.0	259.0	303.0	ga	0.3	17	5	0.0	0.0	1.0	161.03900874687923
201705	skynewsarabia.com	208	96790.0	31762.0	28603.0	4150.0	37473.0	5189.0	ga	0.3	17	5	1.0	177838.01374725575	52.20000000000001	7329.893804728873
201701	snapsort.com	208	5927.0	9905.0	1551.0	2224.0	1764.0	2401.0	ga	0.3	17	1	0.0	0.0	36.0	5494.963770170932
201701	technobezz.com	208	4553.0	3612.0	1604.0	1391.0	1810.0	1465.0	ga	0.3	17	1	0.0	0.0	22.2	2613.1014792879705
201701	upworthy.com	208	15994.0	16423.0	11863.0	12607.0	13971.0	14381.0	qc	0.5	17	1	0.0	0.0	188.99999999999997	25144.96801083825
201704	yelp.dk	208	290728.0	195701.0	167170.0	101217.0	175604.0	104412.0	qc	0.5	17	4	1.0	35019.03577196642	368.75714285714287	61601.19659926493
201702	aldoshoes.com	208	4030.0	3848.0	871.0	699.0	957.0	764.0	ga	0.3	17	2	2.0	71863.91070305015	13.6	1928.3521230691279
201703	ao.dk	208	244520.0	1312676.0	44084.0	104965.0	51478.0	156112.0	ga	0.3	17	3	4.0	362977.1838838853	259.0285714285714	41133.43923586071
201703	astrology.com	208	81653.0	31472.0	7916.0	4832.0	10679.0	5699.0	qc	0.5	17	3	0.0	0.0	35.800000000000004	6085.31307795477
201705	audi.dk	208	275034.0	386496.0	68302.0	66116.0	80093.0	78979.0	ga	0.3	17	5	1.0	54132.868835952075	186.89999999999995	29424.079885429765
201702	bellybelly.com.au	208	4177.0	1419.0	1862.0	539.0	2090.0	557.0	ga	0.3	17	2	1.0	90588.78338037869	4.0	715.7852333380948
201705	bikemag.com	208	2183.0	3563.0	1457.0	1529.0	1562.0	1863.0	ga	0.3	17	5	0.0	0.0	4.6	797.0696771623456
201701	bilsektionen.dk	208	25708.0	25382.0	14500.0	13374.0	15391.0	13982.0	ga	0.3	17	1	0.0	0.0	68.2	8432.631509020863
201701	bravoporn.com	208	78168.0	85951.0	6542.0	5602.0	7342.0	6229.0	ga	0.3	17	1	1.0	33267.81401929826	23.0	2933.66676409743
201703	canadianliving.com	208	764.0	580.0	491.0	390.0	551.0	412.0	ga	0.3	17	3	1.0	30115.527748861532	3.0	517.7246682006705
201705	expertentesten.de	208	2354.0	1656.0	1566.0	1121.0	1630.0	1167.0	ga	0.3	17	5	0.0	0.0	8.0	1253.4579506093585
201702	gbatemp.net	208	5710.0	13901.0	1580.0	3250.0	2392.0	5264.0	qc	0.5	17	2	0.0	0.0	96.48571428571428	14295.42681001611
201702	ginatricot.com	208	594085.0	636598.0	87917.0	66740.0	105285.0	77897.0	ga	0.3	17	2	5.0	76044.59502505443	139.0	22874.285190889685
201705	greatandhra.com	208	22493.0	27689.0	2359.0	2422.0	4214.0	5030.0	ga	0.3	17	5	1.0	52791.24154887064	8.6	1352.818047087899
201703	hanime.tv	208	97485.0	129845.0	13578.0	14600.0	15159.0	17957.0	ga	0.3	17	3	0.0	0.0	226.65714285714276	40031.3039063678
201705	hazipatika.com	208	3063.0	1420.0	2143.0	984.0	2326.0	1035.0	ga	0.3	17	5	7.0	229498.67770006534	7.0	997.2968158286246
201701	inspiremore.com	208	59440.0	12389.0	45953.0	10158.0	50953.0	10778.0	qc	0.5	17	1	1.0	26279.88586730066	78.4	9724.04373926869
201702	japantoday.com	208	2336.0	3131.0	1041.0	1278.0	1229.0	1509.0	ga	0.3	17	2	0.0	8986.300931836613	9.0	1629.7386039665394
201705	obd-codes.com	208	2171.0	2118.0	1414.0	1345.0	1627.0	1429.0	ga	0.3	17	5	1.0	70686.95896944813	5.0	841.6850732554055
201701	overstock.com	208	22920.0	28831.0	7142.0	6432.0	7910.0	7476.0	ga	0.3	17	1	3.0	68322.75098347352	77.28571428571429	9748.11919930141
201701	oxfordmail.co.uk	208	618.0	1064.0	318.0	333.0	380.0	385.0	qc	0.5	17	1	0.0	0.0	5.0	502.00915155606026
201705	raymarine.dk	208	12772.0	16442.0	1809.0	1845.0	2068.0	2108.0	ga	0.3	17	5	0.0	35158.24047756263	3.6	452.5064213894835
201701	shoprepublic.de	208	640.0	1277.0	516.0	965.0	560.0	1047.0	ga	0.3	17	1	0.0	0.0	5.0	768.6090899618735
201701	swansonvitamins.com	208	3147.0	3934.0	664.0	700.0	764.0	845.0	ga	0.3	17	1	0.0	0.0	35.2	3766.707062896526
201703	thekitchn.com	208	33615.0	24003.0	25413.0	17787.0	28379.0	18677.0	ga	0.3	17	3	7.0	170757.91137743185	239.2	34515.25693834663
201701	tinyurl.com	208	1931.0	11136.0	1193.0	4860.0	1386.0	6242.0	qc	0.5	17	1	5.0	167651.3879687246	82.8	9879.729862797358
201705	topix.com	208	27984.0	25742.0	6366.0	5043.0	7293.0	5846.0	qc	0.5	17	5	0.0	0.0	43.0	6742.525577060663
201702	usps.com	208	44109.0	32192.0	19215.0	12986.0	32728.0	19743.0	ga	0.3	17	2	0.0	0.0	68.0	10490.087338118698
201703	viki.com	208	18588.0	101368.0	4472.0	13269.0	5333.0	17363.0	ga	0.3	17	3	0.0	13882.89599109928	168.48947718947716	27171.835886048917
201705	vynoteka.lt	208	281.0	358.0	112.0	89.0	122.0	93.0	ga	0.3	17	5	1.0	54088.42029970576	1.0	197.37677107687819
201702	wweek.com	208	360.0	176.0	292.0	153.0	314.0	154.0	qc	0.5	17	2	0.0	0.0	2.0	249.8760934759294
201701	aleris.dk	208	147468.0	129358.0	62741.0	39802.0	68041.0	42896.0	ga	0.3	17	1	5.0	120289.29758485076	107.4	14275.077517795618
201702	androidpit.de	208	2064.0	847.0	1056.0	640.0	1344.0	656.0	ga	0.3	17	2	0.0	0.0	9.509090909090908	1581.8252896597307
201703	blackamericaweb.com	208	246.0	633.0	183.0	302.0	194.0	373.0	qc	0.5	17	3	0.0	0.0	1.0	144.20160723424834
201702	denofgeek.com	208	1079.0	24444.0	887.0	19456.0	911.0	20166.0	qc	0.5	17	2	3.0	167807.42846082684	321.6	44477.702260420345
201702	hdfcbank.com	208	1069.0	31153.0	677.0	10135.0	756.0	11441.0	ga	0.3	17	2	1.0	217275.6906478977	23.1	3534.8634275819786
201701	mercurymarine.com	208	2555.0	4344.0	432.0	568.0	627.0	850.0	ga	0.3	17	1	1.0	37234.595503910474	5.0	1091.513631304995
201704	movie4kto.site	208	9327.0	9384.0	861.0	2051.0	1459.0	3342.0	ga	0.3	17	4	0.0	0.0	15.2	2769.065382000672
201705	mysupermarket.co.uk	208	3236.0	4779.0	1336.0	1307.0	1441.0	1386.0	ga	0.3	17	5	0.0	36250.77135067689	13.0	1978.8531016579077
201702	premiumbeat.com	208	2321.0	23182.0	1325.0	7795.0	1447.0	8757.0	ga	0.3	17	2	0.0	0.0	95.39999999999999	15259.885075872071
201705	samlino.dk	208	80585.0	73026.0	25472.0	20300.0	27928.0	21666.0	ga	0.3	17	5	1.0	56439.25784181321	151.20000000000002	24014.214388306358
201702	santanderconsumer.dk	208	344214.0	544616.0	64842.0	78225.0	83481.0	99702.0	ga	0.3	17	2	5.0	110706.79267110491	339.0714285714286	60259.34236572049
201703	sprashivai.ru	208	226.0	377.0	125.0	175.0	125.0	175.0	ga	0.3	17	3	0.0	0.0	4.0	683.6792175968023
201702	thechive.com	208	45305.0	55143.0	13983.0	14519.0	17343.0	18440.0	qc	0.5	17	2	0.0	0.0	178.9805194805194	24892.1549765353
201703	thetechportal.com	208	50.0	136.0	41.0	108.0	41.0	110.0	ga	0.3	17	3	2.0	86977.79930067252	3.0	396.0009430600818
201701	tsn.ua	208	46775.0	8071.0	10290.0	2818.0	14261.0	3729.0	ga	0.3	17	1	2.0	116302.06505791581	27.8	3400.3746367113135
201702	unir.net	208	1989.0	1998.0	66.0	94.0	152.0	200.0	ga	0.3	17	2	0.0	0.0	1.0	185.0448342708846
201701	clickhole.com	208	5324.0	3621.0	3911.0	2209.0	4334.0	2460.0	qc	0.5	17	1	0.0	0.0	56.0	6025.701397813762
201705	crowdfunder.co.uk	208	634.0	1697.0	393.0	486.0	466.0	605.0	ga	0.3	17	5	0.0	0.0	7.6	1241.1334925694932
201703	drfone.biz	208	1177.0	747.0	940.0	617.0	1002.0	636.0	ga	0.3	17	3	0.0	0.0	3.0	400.2688369607479
201701	enstarz.com	208	2060.0	3764.0	1697.0	2668.0	1848.0	2940.0	qc	0.5	17	1	0.0	0.0	15.0	1584.169790231974
201705	epa.gov	208	1203.0	13469.0	835.0	5531.0	862.0	6448.0	ga	0.3	17	5	0.0	0.0	52.8	7711.741194240155
201704	guideautoweb.com	208	20.0	208.0	18.0	56.0	20.0	68.0	ga	0.3	17	4	0.0	0.0	2.0	252.3987416061021
201703	homify.pl	208	809.0	490.0	298.0	164.0	315.0	173.0	ga	0.3	17	3	0.0	0.0	1.0	110.37510238814124
201704	lebara.dk	208	231352.0	359205.0	34703.0	33713.0	44957.0	40757.0	ga	0.3	17	4	19.0	670034.0967136212	384.1515151515151	58258.008025306124
201703	lifehacker.com	208	59648.0	82931.0	43668.0	60834.0	47846.0	64939.0	qc	0.5	17	3	1.0	120445.6966398818	1558.7857142857142	219499.10527248014
201702	monki.com	208	218200.0	345917.0	40204.0	45220.0	48913.0	52782.0	ga	0.3	17	2	2.0	54512.08618624815	148.98571428571427	24292.716352839136
201705	nbcnews.com	208	17506.0	39778.0	9788.0	16553.0	11930.0	19318.0	qc	0.5	17	5	4.0	117383.16850898988	268.68571428571425	40705.77760699699
201701	orient-news.net	208	32740.0	12054.0	10200.0	1890.0	12275.0	2835.0	ga	0.3	17	1	3.0	171903.01629224897	17.0	1780.867067228268
201705	peterhahn.dk	208	396623.0	513136.0	53779.0	43057.0	65823.0	52344.0	ga	0.3	17	5	10.0	595292.4918513845	68.4	10318.599052161751
201705	soundandvision.com	208	2499.0	2804.0	1205.0	1338.0	1323.0	1453.0	ga	0.3	17	5	0.0	0.0	13.6	2180.902707516724
201703	supercheapauto.com.au	208	196.0	412.0	163.0	205.0	168.0	214.0	ga	0.3	17	3	0.0	0.0	3.0	458.3111320193684
201701	theladders.com	208	341.0	1303.0	270.0	528.0	287.0	576.0	ga	0.3	17	1	0.0	0.0	4.6	653.120859508389
